ISO Index,Classification,QF,Aggregate,Resource_ID,Name_Description,Net Capacity (MW),PTO Area,Owner or QF ID,Fuel Type,Unit Type,ISO Classification,Zone,Demand Zone,Operating Date,River System,Nameplate Capacity,Status - A=Active; C - Contracted outside CAISO,Capacity Factor,Average Heat Rate,Segment1,Segment2,Segment3,MinCap,RampRate,MinUP,MinDOWN,VariableO&M,NoLOAD (x Fuel Price),StartCost
108800,Participating Unit,No,No,WALCRK_2_CTG3,Walnut Creek Energy Park Unit 3,96.65,SCE,"Walnut Creek Energy, LLC",NATURAL GAS,COMBUSTION TURBINE,THERMAL,SP15,SCE1,3/21/2013,,100.1,A,,9.285044686,7.37415662,7.439181382,7.504206145,34,97,1,1,3.17,148.7344912,6765.5
108500,Participating Unit,No,No,WALCRK_2_CTG4,Walnut Creek Energy Park Unit 4,96.49,SCE,"Walnut Creek Energy, LLC",NATURAL GAS,COMBUSTION TURBINE,THERMAL,SP15,SCE1,3/29/2013,,100.1,A,,9.285044686,7.37415662,7.439181382,7.504206145,34,97,1,1,3.17,148.4882675,6754.3
109300,Participating Unit,No,No,WALCRK_2_CTG5,Walnut Creek Energy Park Unit 5,96.65,SCE,"Walnut Creek Energy, LLC",NATURAL GAS,COMBUSTION TURBINE,THERMAL,SP15,SCE1,4/30/2013,,100,A,,9.285044686,7.37415662,7.439181382,7.504206145,34,97,1,1,3.17,148.7344912,6765.5
24100,Participating Unit,No,No,ORMOND_7_UNIT 1,Ormond Beach Unit 1,741.27,SCE,"RRI Energy Ormond Beach, Inc.",NATURAL GAS,STEAM,THERMAL,SP15,SCE1,1/1/1971,,750,A,,13.30182614,11.48970736,12.19466343,12.8996195,297,742,6,6,2,1254.0807,51888.9
24200,Participating Unit,No,No,ORMOND_7_UNIT 2,Ormond Beach Unit 2,775,SCE,"RRI Energy Ormond Beach, Inc.",NATURAL GAS,STEAM,THERMAL,SP15,SCE1,1/1/1971,,750,A,,13.30182614,11.48970736,12.19466343,12.8996195,310,775,6,6,2,1311.145119,54250
10800,Participating Unit,No,No,ETIWND_7_UNIT 3,ETIWANDA UNIT 3,320,SCE,"RRI Energy Etiwanda, Inc.",NATURAL GAS,STEAM,THERMAL,SP15,SCE1,,,333,A,,13.0769182,11.26479942,11.96975549,12.67471156,128,320,6,6,2,541.3760491,22400
10900,Participating Unit,No,No,ETIWND_7_UNIT 4,ETIWANDA UNIT 4,320,SCE,"RRI Energy Etiwanda, Inc.",NATURAL GAS,STEAM,THERMAL,SP15,SCE1,,,333,A,,13.0769182,11.26479942,11.96975549,12.67471156,128,320,6,6,2,541.3760491,22400
600,Participating Unit,No,No,ALAMIT_7_UNIT 1,Alamitos 1,174.56,SCE,AES,NATURAL GAS,STEAM,THERMAL,SP15,SCE1,1/1/1956,,175,A,,12.99839663,11.18627786,11.89123393,12.59618999,70,175,6,6,2,295.3206348,12219.2
700,Participating Unit,No,No,ALAMIT_7_UNIT 2,Alamitos 2,175,SCE,AES,NATURAL GAS,STEAM,THERMAL,SP15,SCE1,1/1/1957,,176,A,,12.99839663,11.18627786,11.89123393,12.59618999,70,175,6,6,2,296.0650269,12250
800,Participating Unit,No,No,ALAMIT_7_UNIT 3,Alamitos 3,332.18,SCE,AES,NATURAL GAS,STEAM,THERMAL,SP15,SCE1,1/1/1961,,322,A,,12.99839663,11.18627786,11.89123393,12.59618999,133,333,6,6,2,561.982175,23252.6
900,Participating Unit,No,No,ALAMIT_7_UNIT 4,Alamitos 4,335.67,SCE,AES,NATURAL GAS,STEAM,THERMAL,SP15,SCE1,1/1/1962,,320,A,,12.99839663,11.18627786,11.89123393,12.59618999,135,336,6,6,2,567.8865575,23496.9
1000,Participating Unit,No,No,ALAMIT_7_UNIT 5,Alamitos 5,497.97,SCE,AES,NATURAL GAS,STEAM,THERMAL,SP15,SCE1,1/1/1999,,482,A,,12.99839663,11.18627786,11.89123393,12.59618999,200,498,6,6,2,842.4657225,34857.9
1100,Participating Unit,No,No,ALAMIT_7_UNIT 6,Alamitos 6,495,SCE,AES,NATURAL GAS,STEAM,THERMAL,SP15,SCE1,1/1/1966,,481,A,,12.99839663,11.18627786,11.89123393,12.59618999,198,495,6,6,2,837.441076,34650
3800,Participating Unit,No,No,BRDWAY_7_UNIT 3,Broadway 3,65,SCE,PAS,NATURAL GAS,STEAM,THERMAL,SP15,PAS1,1/1/1965,,65,A,,12.99839663,11.18627786,11.89123393,12.59618999,26,65,6,6,2,109.96701,4550
16500,Participating Unit,No,No,HNTGBH_7_UNIT 1,Huntington Beach 1,225.75,SCE,AES,NATURAL GAS,STEAM,THERMAL,SP15,SCE1,,,226,A,,12.99839663,11.18627786,11.89123393,12.59618999,91,226,6,6,2,381.9238847,15802.5
16600,Participating Unit,No,No,HNTGBH_7_UNIT 2,Huntington Beach 2,225.8,SCE,AES,NATURAL GAS,STEAM,THERMAL,SP15,SCE1,,,226,A,,12.99839663,11.18627786,11.89123393,12.59618999,91,226,6,6,2,382.0084747,15806
27600,Participating Unit,No,No,REDOND_7_UNIT 5,Redondo Unit 5,178.87,SCE,AES,NATURAL GAS,STEAM,THERMAL,SP15,SCE1,1/1/1954,,175,A,,12.99839663,11.18627786,11.89123393,12.59618999,72,179,6,6,2,302.6122935,12520.9
27700,Participating Unit,No,No,REDOND_7_UNIT 6,Redondo Unit 6,175,SCE,AES,NATURAL GAS,STEAM,THERMAL,SP15,SCE1,1/1/1957,,175,A,,12.99839663,11.18627786,11.89123393,12.59618999,70,175,6,6,2,296.0650269,12250
27800,Participating Unit,No,No,REDOND_7_UNIT 7,Redondo Unit 7,505.96,SCE,AES,NATURAL GAS,STEAM,THERMAL,SP15,SCE1,1/1/1967,,480,A,,12.99839663,11.18627786,11.89123393,12.59618999,203,506,6,6,2,855.9832057,35417.2
27900,Participating Unit,No,No,REDOND_7_UNIT 8,Redondo Unit 8,495.9,SCE,AES,NATURAL GAS,STEAM,THERMAL,SP15,SCE1,1/1/1967,,480,A,,12.99839663,11.18627786,11.89123393,12.59618999,199,496,6,6,2,838.9636961,34713
20600,Participating Unit,No,No,MNDALY_7_UNIT 1,Mandalay 1,215,SCE,"RRI Energy Mandalay, Inc.",NATURAL GAS,STEAM,THERMAL,SP15,SCE1,1/1/1959,,215,A,,10.68196547,8.869846699,9.574802767,10.27975883,86,215,6,6,2,363.737033,15050
20700,Participating Unit,No,No,MNDALY_7_UNIT 2,Mandalay 2,215.29,SCE,"RRI Energy Mandalay, Inc.",NATURAL GAS,STEAM,THERMAL,SP15,SCE1,1/1/1959,,215,A,,10.68196547,8.869846699,9.574802767,10.27975883,87,216,6,6,2,364.2276551,15070.3
59800,Participating Unit,Yes,No,SEARLS_7_ARGUS,"SEARLES VALLEY MINERALS OPERATIONS, INC. (ARGUS)",62.5,SCE,Searles Valley Minerals Inc.,COAL,STEAM,COGENERATION,SP15,SCE1,4/1/1983,,62.5,A,,9.5,10.4,10.8,11.2,20,47,10,10,4.6,-3.34282E-14,4375
65200,Participating Unit,Yes,No,VESTAL_6_ULTRGN,RIO BRAVO JASMIN,38,SCE,Southern California Edison Company,COAL,STEAM,COGENERATION,SP15,SCE1,11/2/1989,,37,A,,14.68767462,15.58767462,15.98767462,16.38767462,13,29,10,10,4.6,1.08642E-13,2660
43100,Participating Unit,Yes,Yes,NAVYII_2_UNITS,COSO POWER DEVELOPERS (NAVY II) (Aggregate),99,SCE,Southern California Edison Company,GEOTHERMAL,STEAM,GEOTHERMAL,SP15,SCE1,12/23/1989,,67.5,A,,,-999,-999,-999,,,,,,,
43000,Participating Unit,Yes,Yes,CALGEN_1_UNITS,COSO FINANCE PARTNERS (NAVY I) (Aggregate),92.2,SCE,Southern California Edison Company,GEOTHERMAL,STEAM,GEOTHERMAL,SP15,SCE1,7/13/1987,,92.2,A,,,-999,-999,-999,,,,,,,
42900,Participating Unit,No,Yes,BLM_2_UNITS,"BLM Units 7, 8, and 9",72,SCE,Coso Energy Developers,GEOTHERMAL,STEAM,GEOTHERMAL,SP15,SCE1,12/5/1988,,99.9,A,,,-999,-999,-999,,,,,,,
37600,Participating Unit,Yes,No,CONTRL_1_OXBOW,"CAITHNESS DIXIE VALLEY, LLC",64.7,SCE,Southern California Edison Company,GEOTHERMAL,STEAM,GEOTHERMAL,SP15,SCE1,6/14/1988,,49.8,A,,,-999,-999,-999,,,,,,,
42405,Participating Unit,Yes,No,CONTRL_1_CASAD1,Mammoth G1,10,SCE,Mammoth Three LLC,GEOTHERMAL,STEAM,GEOTHERMAL,SP15,SCE1,11/26/1984,,10,A,,,-999,-999,-999,,,,,,,
109000,Participating Unit,No,No,CONTRL_1_CASAD3,Mammoth G3,14,SCE,Mammoth One LLC,GEOTHERMAL,STEAM,GEOTHERMAL,SP15,SCE1,4/1/2013,,15,A,,,-999,-999,-999,,,,,,,
42400,Participating Unit,Yes,Yes,CONTRL_1_QF,CONTROL AREA LUMPED UNITS,31.4,SCE,VARIOUS,GEOTHERMAL,,VARIOUS,SP15,SCE1,1/1/1982,,37.84,A,,,-999,-999,-999,,,,,,,
1700,Participating Unit,Yes,No,HINSON_6_CARBGN,BP WILMINGTON CALCINER,30,SCE,Tesoro Refining and Marketing Company LLC,HEAT RECOVERY,STEAM,COGENERATION,SP15,SCE1,1/1/1982,,35.8,A,0.562,,-999,-999,-999,,,,,,,
113400,Participating Unit,No,No,VISTA_2_FCELL,"California State University, San Bernardino Fuel Cell",1.4,SCE,"CSU, San Bernardino",AGRICULTURAL WASTE,FUEL CELL,THERMAL,SP15,SCE1,9/13/2013,,1.44,A,0.727,,-999,-999,-999,,,,,,,
84700,Participating Unit,Yes,Yes,OLINDA_7_BLKSND,Blacksand Generating Facility,8,SCE,"Linn Western Processing, LLC",WASTE GAS,COMBUSTION TURBINE,PEAKER,SP15,SCE1,6/1/2000,,8,A,0.562,105.6969562,-999,-999,-999,,,,,,,
6700,Participating Unit,Yes,Yes,SANITR_6_UNITS,Total Energy Facility of Joint Water Pollution Control Plant,8,SCE,County Sanitation District No. 2 of Los Angeles County,DIGESTER GAS,COMBINED CYCLE,BIOGAS,SP15,SCE1,,,35.5,A,0.287,,-999,-999,-999,,,,,,,
106900,Participating Unit,No,No,OLINDA_2_LNDFL2,Brea Power II,28.1,SCE,Brea Power II LLC,LANDFILL GAS,COMBINED CYCLE,THERMAL,SP15,SCE1,11/1/2012,,28.1,A,0.69,,-999,-999,-999,,,,,,,
99400,Participating Unit,Yes,Yes,MOORPK_2_CALABS,Calabasas,6.96,SCE,County Sanitation District No.2 of Los Angeles County,LANDFILL GAS,COMBUSTION TURBINE,BIOGAS,SP15,SCE1,9/20/2010,,13.8,A,0.327,,-999,-999,-999,,,,,,,
74001,Participating Unit,Yes,No,WALNUT_7_WCOVCT,"MM WEST COAST COVINA, LLC (BKK I)",4.5,SCE,"MM WEST COAST COVINA, LLC (BKK I) - Formerly QF #1110",LANDFILL GAS,COMBUSTION TURBINE,BIOMASS,SP15,SCE1,10/5/1996,,4.9,A,0.42,,-999,-999,-999,,,,,,,
97900,Participating Unit,Yes,No,SAUGUS_2_TOLAND,Toland Landfill gas to Energy Project,1.57,SCE,Ventura Regional Sanitation District,LANDFILL GAS,COMBUSTION TURBINE,BIOMASS,SP15,SCE1,8/25/2009,,2.8,A,0.562,,-999,-999,-999,,,,,,,
68004,Participating Unit,Yes,No,SAUGUS_7_LOPEZ,"MM LOPEZ ENERGY, LLC",6.1,SCE,MM Lopez Energy LLC (formerly QFID 1105),LANDFILL GAS,INTERNAL COMBUSTION,BIOMASS,SP15,SCE1,1/5/1999,,6.1,A,0.871,,-999,-999,-999,,,,,,,
57200,Participating Unit,Yes,Yes,DAVIS_7_MNMETH,MM Yolo Power LLC,4,SCE,MM Yolo Power LLC,LANDFILL GAS,INTERNAL COMBUSTION,BIOMASS,SP15,SCE1,1/1/1997,,4.03,A,0.71,,-999,-999,-999,,,,,,,
134600,Participating Unit,No,Yes,SANTGO_2_LNDFL1,Bowerman Power,19.6,SCE,Bowerman Power,LANDFILL GAS,RECIPROCATING ENGINE,BIOGAS,SP15,SCE1,4/27/2016,,20,A,0.562,,-999,-999,-999,,,,,,,
96100,Participating Unit,Yes,Yes,RHONDO_6_PUENTE,Puente Hills Phase 2,4,SCE,County Sanitation District No. 2 of Los Angeles County,LANDFILL GAS,RECIPROCATING ENGINE,BIOGAS,SP15,SCE1,12/7/2007,,35.5,A,0.562,,-999,-999,-999,,,,,,,
96200,Participating Unit,Yes,No,OLINDA_7_LNDFIL,Olinda Landfill,5.6,SCE,"Brea Power Partners, L.P.",LANDFILL GAS,RECIPROCATING ENGINE,BIOMASS,SP15,SCE1,5/1/2002,,5.63,A,0.562,,-999,-999,-999,,,,,,,
1800,Participating Unit,Yes,No,VALLEY_7_BADLND,Badlands Landfill Gas to Energy Facility,1.3,SCE,Riverside County Waste Management Dept,LANDFILL GAS,RECIPROCATING ENGINE,BIOMASS,SP15,SCE1,8/7/2001,,1.2,A,0.562,,-999,-999,-999,,,,,,,
100200,Participating Unit,Yes,No,SAUGUS_7_CHIQCN,Chiquita Canyon Landfill Generating Facility,8,SCE,"Ameresco Chiquita Energy, LLC",LANDFILL GAS,RECIPROCATING ENGINE,BIOMASS,SP15,SCE1,11/23/2010,,9.2,A,0.562,,-999,-999,-999,,,,,,,
89900,Participating Unit,No,Yes,VALLEY_7_UNITA1,EL SOBRANTE LANDFILL GAS GENERATION,3.74,SCE,WM Energy Solutions,LANDFILL GAS,RECIPROCATING ENGINE,BIOMASS,SP15,SCE1,4/26/2004,,4.05,A,0.642,,-999,-999,-999,,,,,,,
82900,Participating Unit,No,Yes,ETIWND_7_MIDVLY,MID VALLEY LANDFILL PROJECT (AGGREGATE),2.1,SCE,"MN Mid Valley Genco, LLC",LANDFILL GAS,RECIPROCATING ENGINE,BIOMASS,SP15,SCE1,4/21/2003,,2.5,A,0.43,,-999,-999,-999,,,,,,,
84200,Participating Unit,No,Yes,CHINO_7_MILIKN,MILLIKEN LANDFILL PROJECT (AGGREGATE),1.9,SCE,"MN Milliken Genco, LLC",LANDFILL GAS,RECIPROCATING ENGINE,BIOMASS,SP15,SCE1,7/17/2003,,2.5,A,0.11,,-999,-999,-999,,,,,,,
64504,Participating Unit,Yes,No,RECTOR_7_TULARE,"MM TULARE ENERGY, LLC",1.6,SCE,"MM TULARE ENERGY, LLC (formerly QF #1103)",LANDFILL GAS,RECIPROCATING ENGINE,BIOMASS,SP15,SCE1,5/8/1998,,1.63,A,0.562,,-999,-999,-999,,,,,,,
89800,Participating Unit,No,Yes,MOORPK_7_UNITA1,SIMI VALLEY LANDFILL GAS GENERATION,2.49,SCE,WM Energy Solutions,LANDFILL GAS,RECIPROCATING ENGINE,BIOMASS,SP15,SCE1,5/2/2004,,2.7,A,0.562,,-999,-999,-999,,,,,,,
48403,Participating Unit,Yes,No,GOLETA_6_TAJIGS,Tajiguas - Unit #1,3.1,SCE,"MM TAJIGUAS ENERGY, LLC",LANDFILL GAS,RECIPROCATING ENGINE,BIOMASS,SP15,SCE1,8/5/2000,,3.05,A,0.923,,-999,-999,-999,,,,,,,
40900,Participating Unit,Yes,No,HINSON_6_SERRGN,CITY OF LONG BEACH,38.91,SCE,Southern California Edison Company,LANDFILL GAS,STEAM,BIOMASS,SP15,SCE1,1/1/1988,,38.91,A,0.562,,-999,-999,-999,,,,,,,
6900,Participating Unit,Yes,No,SANTGO_6_COYOTE,Coyote Canyon,9.99,SCE,"Gas Recovery Systems, Inc.",LANDFILL GAS,STEAM,BIOMASS,SP15,SCE1,1/1/1989,,17.1,A,0.562,,-999,-999,-999,,,,,,,
74002,Participating Unit,Yes,No,WALNUT_7_WCOVST,"MM WEST COAST COVINA, LLC (BKK II)",6.5,SCE,"MM WEST COAST COVINA, LLC (BKK II) - Formerly QF #1111",LANDFILL GAS,STEAM,BIOMASS,SP15,SCE1,10/5/1996,,6.5,A,0.42,,-999,-999,-999,,,,,,,
53100,Participating Unit,Yes,No,WALNUT_6_HILLGEN,Puente Hills,53.22,SCE,County Sanitation District No. 2 of Los Angeles County,LANDFILL GAS,STEAM,BIOMASS,SP15,SCE1,1/1/1986,,50,A,0.562,,-999,-999,-999,,,,,,,
45500,Participating Unit,Yes,Yes,ELLIS_2_QF,ELLIS AREA LUMPED UNITS,18.51,SCE,VARIOUS,LANDFILL GAS,,BIOMASS,SP15,SCE1,1/1/1993,,28.24,A,0.562,,-999,-999,-999,,,,,,,
40700,Participating Unit,Yes,Yes,CHINO_2_QF,CHINO AREA LUMPED UNITS,21.8,SCE,VARIOUS,LANDFILL GAS,,VARIOUS,SP15,SCE1,1/1/1987,,21.8,A,0.562,,-999,-999,-999,,,,,,,
53400,Participating Unit,Yes,Yes,LAGBEL_6_QF,LAGUNA BELLE AREA LUMPED UNITS,17.5,SCE,VARIOUS,LANDFILL GAS,,VARIOUS,SP15,SCE1,1/1/1993,,17.41,A,0.562,,-999,-999,-999,,,,,,,
56500,Participating Unit,Yes,Yes,MESAS_2_QF,MESA SOUTH AREA LUMPED UNITS,2.9,SCE,VARIOUS,LANDFILL GAS,,VARIOUS,SP15,SCE1,1/1/1983,,2.9,A,0.562,,-999,-999,-999,,,,,,,
67500,Participating Unit,Yes,Yes,SNCLRA_6_QF,SANTA CLARA AREA LUMPED UNITS,12.9,SCE,VARIOUS,LANDFILL GAS,,VARIOUS,SP15,SCE1,1/1/1987,,11.16,A,0.749,,-999,-999,-999,,,,,,,
130400,Participating Unit,No,No,ELNIDS_2_DODPEV,Los Angeles Air Force Base,0.5,SCE,United States Air Force,LESR,BATTERY,STORAGE,SP15,SCE1,12/18/2015,,0.53,A,,,-999,-999,-999,,,,,,,
132500,Participating Unit,No,No,MONLTH_6_BATTRY,Tehachapi Storage Project,8,SCE,Southern California Edison,LESR,BATTERY,STORAGE,SP15,SCE1,4/8/2016,,32,A,,,-999,-999,-999,,,,,,,
111000,Participating Unit,No,No,DEVERS_1_SOLAR1,SEPV8,12,SCE,"SEPV8, LLC",SUN,PHOTO VOLTAIC,SOLAR,NP15,PGE3,6/1/2013,,12,A,,,-999,-999,-999,,,,,,,
132800,Participating Unit,No,No,ETIWND_2_RTS026,SPVP026,6,SCE,Southern California Edison,SUN,PHOTO VOLTAIC,SOLAR,ZP26,PGE4,2/5/2016,,6,A,,,-999,-999,-999,,,,,,,
127600,Participating Unit,No,No,VICTOR_1_SOLAR4,Adelanto Solar,20,SCE,"Adelanto Solar, LLC",SUN,PHOTO VOLTAIC,SOLAR,SP15,SCE1,9/3/2015,,20,A,,,-999,-999,-999,,,,,,,
125800,Participating Unit,No,No,VICTOR_1_SOLAR3,Adelanto Solar 2,7,SCE,"Adelanto Solar II, LLC",SUN,PHOTO VOLTAIC,SOLAR,SP15,SCE1,7/1/2015,,7,A,,,-999,-999,-999,,,,,,,
125600,Participating Unit,No,No,VICTOR_1_SOLAR2,Alamo Solar,20,SCE,"Alamo Solar, LLC",SUN,PHOTO VOLTAIC,SOLAR,SP15,SCE1,5/15/2015,,20,A,,,-999,-999,-999,,,,,,,
107800,Participating Unit,No,No,NEENCH_6_SOLAR,Alpine Solar,66,SCE,NRG Solar Alpine LLC,SUN,PHOTO VOLTAIC,SOLAR,SP15,SCE1,1/18/2013,,66,A,,,-999,-999,-999,,,,,,,
136100,Participating Unit,No,No,BIGSKY_2_SOLAR1,Antelope Big Sky Ranch,20,SCE,Antelope Big Sky Ranch LLC,SUN,PHOTO VOLTAIC,SOLAR,SP15,PAS1,8/16/2016,,20,A,,,-999,-999,-999,,,,,,,
108300,Participating Unit,No,No,GLOW_6_SOLAR,Antelope Power Plant,20,SCE,"TA-High Desert, LLC",SUN,PHOTO VOLTAIC,SOLAR,SP15,SCE1,3/25/2013,,20,A,,,-999,-999,-999,,,,,,,
126500,Participating Unit,No,No,VALLEY_5_SOLAR2,AP North Lake Solar,20,SCE,SUNE DB APNL LLC,SUN,PHOTO VOLTAIC,SOLAR,SP15,SCE1,8/11/2015,,20,A,,,-999,-999,-999,,,,,,,
108900,Participating Unit,No,No,AVSOLR_2_SOLAR,AV Solar Ranch 1,241.5,SCE,SCE,SUN,PHOTO VOLTAIC,SOLAR,SP15,SCE1,6/19/2014,,250,A,,,-999,-999,-999,,,,,,,
138200,Participating Unit,No,No,BIGSKY_2_SOLAR7,Big Sky Solar 1,50,SCE,"Antelope DSR 1, LLC",SUN,PHOTO VOLTAIC,SOLAR,SP15,SCE1,12/15/2016,,50,A,,,-999,-999,-999,,,,,,,
137700,Participating Unit,No,No,BIGSKY_2_SOLAR5,Big Sky Solar 2,5,SCE,"Antelope DSR 2, LLC",SUN,PHOTO VOLTAIC,SOLAR,SP15,SCE1,11/30/2016,,5,A,,,-999,-999,-999,,,,,,,
137900,Participating Unit,No,No,BIGSKY_2_SOLAR2,Big Sky Solar 4,40,SCE,Elevation Solar C LLC,SUN,PHOTO VOLTAIC,SOLAR,SP15,SCE1,12/3/2016,,40,A,,,-999,-999,-999,,,,,,,
98200,Participating Unit,No,No,BLYTHE_1_SOLAR1,Blythe Solar 1 Project,21,SCE,NRG Solar Blythe LLC,SUN,PHOTO VOLTAIC,SOLAR,SP15,SCE1,12/18/2009,,21,A,,,-999,-999,-999,,,,,,,
121300,Participating Unit,No,No,CAMLOT_2_SOLAR1,Camelot,45,SCE,RE Camelot LLC,SUN,PHOTO VOLTAIC,SOLAR,SP15,SCE1,12/11/2014,,45,A,,,-999,-999,-999,,,,,,,
122000,Participating Unit,No,No,CAMLOT_2_SOLAR2,Camelot 2,15,SCE,RE Columbia Two LLC,SUN,PHOTO VOLTAIC,SOLAR,SP15,SCE1,12/10/2014,,15,A,,,-999,-999,-999,,,,,,,
114800,Participating Unit,No,No,DEVERS_1_SOLAR,Cascade Solar,18.5,SCE,SunEdison,SUN,PHOTO VOLTAIC,SOLAR,SP15,SCE1,11/30/2013,,18.5,A,,,-999,-999,-999,,,,,,,
107900,Participating Unit,No,No,CATLNA_2_SOLAR,Catalina Solar - Phases 1 and 2,110,SCE,"Catalina Solar, LLC",SUN,PHOTO VOLTAIC,SOLAR,SP15,SCE1,,,110,A,,,-999,-999,-999,,,,,,,
127500,Participating Unit,Yes,No,CATLNA_2_SOLAR2,Catalina Solar 2,18,SCE,"Catalina Solar 2, LLC",SUN,PHOTO VOLTAIC,SOLAR,SP15,SCE1,7/22/2015,,20,A,,,-999,-999,-999,,,,,,,
134700,Participating Unit,No,No,PLAINV_6_SOLARC,Central Antelope Dry Ranch C,20,SCE,"Central Antelope Dry Ranch C, LLC",SUN,PHOTO VOLTAIC,SOLAR,SP15,SCE1,5/6/2016,,20,A,,,-999,-999,-999,,,,,,,
113900,Participating Unit,No,No,ETIWND_2_CHMPNE,Champagne,1,SCE,"California PV Energy, LLC",SUN,PHOTO VOLTAIC,SOLAR,SP15,SCE1,12/20/2013,,1,A,,,-999,-999,-999,,,,,,,
98400,Participating Unit,No,No,CHINO_2_SOLAR,Chino Roof Top Solar Project,1,SCE,SCE,SUN,PHOTO VOLTAIC,SOLAR,SP15,SCE1,12/1/2009,,1,A,,,-999,-999,-999,,,,,,,
103200,Participating Unit,No,No,COPMTN_2_CM10,CM10,10,SCE,"Copper Mountain Solar 1, LLC",SUN,PHOTO VOLTAIC,SOLAR,SP15,SCE1,10/3/2011,,10,A,,,-999,-999,-999,,,,,,,
101200,Participating Unit,No,No,COPMTN_2_SOLAR1,CM48,48,SCE,"Copper Mountain Solar 1, LLC",SUN,PHOTO VOLTAIC,SOLAR,SP15,SCE1,6/15/2010,,48,A,,,-999,-999,-999,,,,,,,
105200,Participating Unit,No,No,COPMT2_2_SOLAR2,CMS2,155,SCE,"Copper Mountain Solar 2, LLC",SUN,PHOTO VOLTAIC,SOLAR,SP15,SCE1,,,124,A,,,-999,-999,-999,,,,,,,
114700,Participating Unit,No,No,GLDTWN_6_COLUM3,Columbia 3,10,SCE,"RE Columbia 3, LLC",SUN,PHOTO VOLTAIC,SOLAR,SP15,SCE1,12/10/2013,,10,A,,,-999,-999,-999,,,,,,,
138000,Participating Unit,No,No,COPMT4_2_SOLAR4,Copper Mountain Solar 4,92,SCE,"Copper Mountain Solar 4, LLC",SUN,PHOTO VOLTAIC,SOLAR,SP15,SCE1,12/2/2016,,92,A,,,-999,-999,-999,,,,,,,
132100,Participating Unit,No,No,ETIWND_2_SOLAR1,Dedeaux Ontario,1,SCE,"SunEdison Utility Solutions, LLC",SUN,PHOTO VOLTAIC,SOLAR,SP15,SCE1,3/23/2016,,1,A,,,-999,-999,-999,,,,,,,
131000,Participating Unit,No,No,DSRTSL_2_SOLAR1,Desert Stateline,296.19,SCE,"Desert Stateline, LLC",SUN,PHOTO VOLTAIC,SOLAR,SP15,SCE1,8/30/2016,,299.99,A,,,-999,-999,-999,,,,,,,
109900,Participating Unit,No,No,DSRTSN_2_SOLAR2,Desert Sunlight 250,250,SCE,"Desert Sunlight 250, LLC",SUN,PHOTO VOLTAIC,SOLAR,SP15,SCE1,12/5/2014,,250,A,,,-999,-999,-999,,,,,,,
110300,Participating Unit,No,No,DSRTSN_2_SOLAR1,Desert Sunlight 300,300,SCE,"Desert Sunlight 300, LLC",SUN,PHOTO VOLTAIC,SOLAR,SP15,SCE1,12/5/2014,,300,A,,,-999,-999,-999,,,,,,,
131900,Participating Unit,No,No,DRACKR_2_SOLAR1,Dracker Solar Unit 1,110,SCE,"Blythe Solar 110, LLC",SUN,PHOTO VOLTAIC,SOLAR,SP15,SCE1,5/2/2016,,110,A,,,-999,-999,-999,,,,,,,
135800,Participating Unit,No,No,DRACKR_2_SOLAR2,Dracker Solar Unit 2,125,SCE,"Blythe Solar II, LLC",SUN,PHOTO VOLTAIC,SOLAR,SP15,SCE1,10/28/2016,,125,A,,,-999,-999,-999,,,,,,,
120700,Participating Unit,No,No,DELSUR_6_DRYFRB,Dry Farm Ranch B,5,SCE,"FTS Master Tenant 1, LLC",SUN,PHOTO VOLTAIC,SOLAR,SP15,SCE1,11/21/2014,,5,A,,,-999,-999,-999,,,,,,,
137600,Participating Unit,No,No,ETIWND_2_SOLAR5,Dulles,2,SCE,"Golden Solar, LLC",SUN,PHOTO VOLTAIC,SOLAR,SP15,SCE1,11/17/2016,,2,A,,,-999,-999,-999,,,,,,,
118000,Participating Unit,No,No,VICTOR_1_EXSLRA,Expressway Solar A,2,SCE,"FTS Master Tenant 1, LLC",SUN,PHOTO VOLTAIC,SOLAR,SP15,SCE1,5/7/2014,,2,A,,,-999,-999,-999,,,,,,,
118100,Participating Unit,No,No,VICTOR_1_EXSLRB,Expressway Solar B,2,SCE,"FTS Master Tenant 1, LLC",SUN,PHOTO VOLTAIC,SOLAR,SP15,SCE1,5/7/2014,,2,A,,,-999,-999,-999,,,,,,,
136300,Participating Unit,No,No,GARLND_2_GASLRA,Garland A,20,SCE,RE GARLAND A LLC,SUN,PHOTO VOLTAIC,SOLAR,SP15,SCE1,9/23/2016,,20,A,,,-999,-999,-999,,,,,,,
137100,Participating Unit,No,No,GARLND_2_GASLR,Garland B,180,SCE,RE GARLAND LLC,SUN,PHOTO VOLTAIC,SOLAR,SP15,SCE1,10/27/2016,,180,A,,,-999,-999,-999,,,,,,,
121500,Participating Unit,No,No,GARNET_1_SOLAR2,Garnet Solar Power Generation Station 1,4,SCE,"Garnet Solar Power Generation Station 1, LLC",SUN,PHOTO VOLTAIC,SOLAR,SP15,SCE1,12/23/2014,,4,A,,,-999,-999,-999,,,,,,,
133000,Participating Unit,No,No,LITLRK_6_SEPV01,Gestamp Solar 1,2,SCE,"SEPV1, LLC",SUN,PHOTO VOLTAIC,SOLAR,SP15,SCE1,5/8/2012,,2,A,,,-999,-999,-999,,,,,,,
