ORISPL,PNAME,PLNOXAN,PLSO2AN,PLCO2AN,PLN2OAN,PLNOXRTA,PLSO2RTA,PLCO2RTA,PLN2ORTA
6023,Byron Generating Station,,,,,,,,
58008,California Ridge Wind Energy LLC,,,,,,,,
866,Calumet,,,,,,,,
55296,"Calumet Energy Team, LLC",7,0,"9,314",43,0.948,0.007,"1,259.387",0.003
56640,Camp Grove Wind Farm,,,,,,,,
59902,Cardinal Point LLC,,,,,,,,
936,Carlyle,4,0,186,3,39.717,3.454,"1,946.230",0.016
937,Carmi,3,0,141,2,32.126,2.880,"1,621.989",0.013
56053,Casey City of,1,0,29,0,35.091,3.164,"1,781.818",0.014
62681,CED Champaign Solar LLC,,,,,,,,
54540,Charter Dura-Bar,,,,,,,,
59794,Chicago West Side Energy Center,17,0,"6,352",24,1.872,0.019,683.917,0.001
50573,CID Gas Recovery,0,6,0,0,0.000,0.609,0.000,0.000
59635,Clinton LFGTE,0,4,0,0,0.000,0.352,0.000,0.000
204,Clinton Power Station,,,,,,,,
861,Coffeen,"2,828",33,"6,112,547","208,184",1.067,0.012,"2,305.750",0.039
6025,Collins,,,,,,,,
58887,Com Adam 1WF-1,,,,,,,,
55188,Cordova Energy Company,3,0,"33,205",122,0.074,0.004,839.936,0.002
55773,Countyside Genco LLC,0,12,0,0,0.000,0.664,0.000,0.000
867,Crawford,,,,,,,,
56297,Crescent Ridge,,,,,,,,
56653,Crescent Ridge II Wind Energy Project,,,,,,,,
55253,Crete Energy Park,14,0,"64,042",245,0.347,0.008,"1,550.008",0.003
54790,CSL Behring LLC,72,1,"27,406",103,4.427,0.046,"1,675.383",0.003
963,Dallman,"1,061","1,595","2,968,012","96,112",0.900,1.354,"2,519.717",0.041
10520,Dayton Hydro,,,,,,,,
56418,Des Plaines Gas Recovery,,,,,,,,
55761,Devonshire Power Partners LLC,,,,,,,,
54969,Dixon Hydroelectric Dam,,,,,,,,
55763,Dixon/Lee Energy Partners LLC,,,,,,,,
869,Dresden Generating Station,,,,,,,,
6016,Duck Creek,"1,607",25,"2,615,423","98,528",1.324,0.020,"2,154.887",0.041
856,E D Edwards,"2,517","6,827","3,503,641","123,260",1.530,4.151,"2,130.369",0.037
56805,EcoGrove Wind LLC,,,,,,,,
56663,El Paso Wind Project,,,,,,,,
870,Electric Junction,,,,,,,,
55438,"Elgin Energy Center, LLC",81,1,"160,436",596,0.693,0.007,"1,375.036",0.003
55199,Elwood Energy Facility,71,1,"218,110",922,0.400,0.006,"1,224.241",0.003
59959,Elwood Energy Storage Center,,,,,0.000,0.000,0.000,0.000
54788,Evanston Township High School,,,,,,,,
57191,Exelon Solar Chicago,,,,,,,,
50627,Exxonmobil Oil Corporation,10,,,,0.117,,,
8016,Factory Gas Turbine,1,1,200,3,22.969,9.531,"3,119.781",0.024
940,Fairfield,1,0,25,0,25.150,2.265,"1,273.900",0.010
941,Farmer City,0,0,10,0,34.308,3.169,"1,559.846",0.014
886,Fisk,11,4,"1,421",23,34.045,14.207,"4,599.993",0.037
56529,Five Oaks Gas Recovery,0,5,0,0,0.000,0.410,0.000,0.000
56117,Flora Site A,0,0,24,0,36.460,3.277,"1,846.775",0.015
56118,Flora Site B,0,0,16,0,37.176,3.365,"1,892.706",0.015
50904,Fox Metro Water Reclamation District,,,,,,,,
57325,FPL Energy Illinois Wind LLC,,,,,,,,
943,Freeburg,2,0,118,2,32.386,2.901,"1,634.370",0.013
7842,Freedom Power Project,1,0,"1,086",4,1.170,0.014,"1,494.563",0.003
54360,Fuyao Glass Illinois Inc.,,,,,,,,
54310,Galesburg,,,,,,,,
944,Geneseo,5,0,204,3,1.357,0.081,53.540,0.000
56462,Geneva Generation Facility,71,0,"2,913",11,24.719,0.028,"1,015.626",0.002
55201,"Gibson City Energy Center, LLC",31,0,"51,281",202,0.790,0.007,"1,289.073",0.003
55496,Goose Creek Power Plant,4,0,"22,779",94,0.267,0.007,"1,447.875",0.003
59957,Grand Ridge Battery Projects,,,,,0.000,0.000,0.000,0.000
57912,Grand Ridge Solar Farm,,,,,,,,
56941,Grand Ridge Wind Energy Center,,,,,,,,
862,"Grand Tower Energy Center, LLC",197,2,"318,199","1,198",0.632,0.005,"1,022.499",0.002
57072,Granite City Works,155,3,"150,690",441,0.697,0.013,675.897,0.001
60471,Green River Wind Farm,,,,,,,,
55014,Greene Valley Gas Recovery,0,11,0,0,0.000,0.633,0.000,0.000
56450,GSG LLC,,,,,,,,
891,Havana,"1,130","1,066","2,900,674","103,037",0.924,0.871,"2,370.924",0.042
59776,Heartland Community College,,,,,,,,
892,Hennepin Power Station,"1,581","4,932","2,120,853","68,618",1.827,5.699,"2,450.672",0.040
56338,High Trail Wind Farm LLC,,,,,,,,
946,Highland,4,0,216,3,32.259,2.911,"1,638.866",0.013
61735,Hilltopper Wind Project,,,,,,,,
54523,Hoffer Plastics,28,0,"1,177",4,33.858,0.039,"1,429.639",0.003
55334,Holland Energy Facility,51,2,"395,937","1,420",0.119,0.005,928.461,0.002
60871,Homestead Wind LLC,,,,,,,,
59021,Hoopeston Wind LLC,,,,,,,,
61192,IKEA Joliet Rooftop PV System,,,,,,,,
56116,IMEA Flora,1,0,47,1,37.000,3.340,"1,881.600",0.015
56114,IMEA Highland,,,,,,,,
7934,Industrial Park,11,1,543,9,38.202,3.419,"1,925.741",0.016
54556,Ingredion Incorporated Argo Plant,88,"4,668","175,484","5,324",0.646,34.263,"1,288.100",0.020
7425,Interstate,12,0,"19,849",89,0.812,0.007,"1,307.765",0.003
60387,Invenergy Nelson Expansion LLC,,,,,,,,
52021,ITT Cogen Facility,0,0,104,0,4.948,0.049,"1,867.345",0.004
62926,"Jackson Generation, LLC",,,,,,,,
59960,Jake Energy Storage Center,,,,,0.000,0.000,0.000,0.000
61878,John A Logan College Solar,,,,,,,,
384,Joliet 29,263,21,"408,147","1,466",0.836,0.067,"1,298.895",0.002
874,Joliet 9,7,1,"9,055",25,0.000,0.000,0.000,0.000
887,Joppa Steam,"2,948","11,968","5,565,489","194,147",1.218,4.946,"2,300.038",0.040
54659,Kankakee Gas Recovery,,,,,,,,
54525,Kankakee Hydro Facility,,,,,,,,
60587,Kelly Creek Wind Project,,,,,,,,
55131,Kendall Energy Facility,255,14,"2,685,854","9,905",0.087,0.005,916.998,0.002
876,Kincaid Generating Station,"1,536","2,262","5,213,446","183,084",0.640,0.943,"2,172.870",0.038
55204,Kinmundy Power Plant,5,0,"9,662",40,0.881,0.008,"1,599.239",0.003
58177,Kishwaukee CHP Plant,102,0,304,12,20.581,0.031,61.322,0.001
60797,Lake Forest Hospital,4,0,124,0,26.307,0.024,888.771,0.002
50575,Lake Gas Recovery,0,6,0,0,0.000,0.602,0.000,0.000
964,Lakeside,0,0,16,0,40.878,3.675,"2,062.254",0.017
56657,Lancaster Wind Farm Project,,,,,,,,
6026,LaSalle Generating Station,,,,,,,,
55236,"Lee County Generating Station, LLC",18,0,"67,405",248,0.413,0.008,"1,565.965",0.003
55222,Lincoln Generating Facility,4,0,"15,529",39,0.420,0.009,"1,767.315",0.002
62022,Lincoln Land Energy Center,,,,,,,,
58925,Lincoln Land Wind,,,,,,,,
55054,Livingston Generating Facility,0,20,0,0,0.000,0.583,0.000,0.000
10903,Lockport Powerhouse,,,,,,,,
877,Lombard,,,,,,,,
58181,Loyola University Health Plant,14,0,"5,490",21,2.616,0.027,991.021,0.002
55640,"LSP University Park, LLC",47,2,"379,692","1,459",0.148,0.006,"1,202.797",0.002
55592,Mallard Lake Electric,0,1,0,0,0.000,0.505,0.011,0.000
62856,Marengo Battery Storage LLC,,,,,,,,
976,Marion,"1,041","5,113","2,456,318","68,882",1.212,5.949,"2,857.988",0.040
54855,Mars Snackfood US,14,0,"5,406",20,1.782,0.018,675.732,0.001
58903,Marseilles Lock and Dam Hydro,,,,,,,,
949,Marshall (IL),2,0,94,2,25.889,2.317,"1,302.120",0.011
60656,McHenry Battery Storage,,,,,0.000,0.000,0.000,0.000
948,McLeansboro,0,0,4,0,24.675,2.234,"1,252.751",0.010
56160,"Mendota Hills, LLC",,,,,,,,
7858,MEPI GT Facility,2,0,"2,199",8,1.815,0.008,"1,690.503",0.003
50566,Milam Gas Recovery,288,0,"12,160",46,30.022,0.035,"1,267.803",0.002
57284,Minonk Wind Farm,,,,,,,,
899,Moline,4,0,"1,643",6,0.580,0.006,222.984,0.000
54933,Mondelez Global LLC,13,0,"5,788",22,1.700,0.020,744.990,0.001
50337,Mooseheart Power House,,,,,,,,
55216,"Morris Cogeneration, LLC",100,1,"243,334",904,0.313,0.004,760.561,0.001
55774,Morris Genco LLC,0,1,0,0,0.000,0.370,0.000,0.000
55067,MPEA Energy Center,,,,,,,,
58825,MTHS Co-Gen Buildings,,,,,,,,
58635,Museum of Science and Industry,,,,,,,,
50326,Nalco,2,0,815,3,2.443,0.025,905.016,0.002
55183,Nelson Energy Center,211,7,"1,476,616","5,457",0.120,0.004,840.119,0.002
6017,Newton,"1,501","4,639","3,348,296","118,798",0.933,2.884,"2,082.003",0.037
58328,North Chicago Energy Center,33,0,"11,892",45,1.809,0.018,660.726,0.001
960,North Ninth Street,24,0,"1,110",7,23.307,0.393,"1,064.405",0.003
58245,Northeastern Illinois University Cogen,0,0,13,0,18.247,0.024,771.669,0.001
59847,Northwest Community Hospital,14,0,588,2,30.416,0.035,"1,284.360",0.002
894,Oglesby,,,,,,,,
56614,Old Trail Wind Farm,,,,,,,,
59792,Orchard Hills Renewable Energy Station,0,0,0,0,0.000,0.387,0.005,0.000
61344,Otter Creek Wind Farm LLC,,,,,,,,
54932,Panduit Tinley Park,,,,,,,,
6238,Pearl Station,2,1,411,7,17.935,10.248,"3,314.589",0.027
955,Peru (IL),2,0,156,3,0.116,0.009,8.087,0.000
62735,Phoenix Solar South Farms LLC Solar Farm,,,,,,,,
56376,Pike County Wind Power,,,,,,,,
58898,Pilot Hill Wind Farm,,,,,,,,
55202,Pinckneyville Power Plant,67,0,"88,246",332,0.914,0.006,"1,204.573",0.002
57675,"Pioneer Trail Wind Farm, LLC",,,,,,,,
6237,Pittsfield,,,,,,,,
879,Powerton,"3,025","3,403","5,797,703","187,502",1.341,1.508,"2,569.990",0.042
55856,Prairie State Generating Station,"4,039","10,378","13,228,472","381,862",0.700,1.800,"2,294.137",0.033
62420,Prairie State Solar Project,,,,,,,,
57406,Prairie View IL,0,7,0,0,0.000,0.356,0.000,0.000
62893,Prairie Wolf Solar LLC,,,,,,,,
54886,Presence Saint Mary of Nazareth Hospital,,,,,,,,
957,Princeton (IL),1,0,134,2,7.632,0.009,984.110,0.008
56622,Providence Heights Wind LLC,,,,,,,,
55593,Quad Cities,,,,,,,,
880,Quad Cities Generating Station,,,,,,,,
55417,Raccoon Creek Power Plant,1,0,"6,596",26,0.284,0.009,"1,486.323",0.003
59061,Radfords Run Wind Farm,,,,,,,,
56856,Rail Splitter Wind Farm,,,,,,,,
958,Rantoul,2,0,119,2,33.612,3.039,"1,712.000",0.014
62451,Rantoul Solar,,,,,,,,
959,Red Bud,2,0,122,2,32.307,2.892,"1,628.920",0.013
965,Reynolds,1,1,232,4,20.744,11.858,"3,834.777",0.031
55767,Riveside Resource Recovery LLC,,,,,,,,
58377,Rochelle Energy Center,0,4,0,0,0.000,0.374,0.000,0.000
55591,Rockford Electric,,,,,,,,
55238,Rockford Energy Center,48,1,"121,042",450,0.498,0.006,"1,263.533",0.002
55936,Rockford II Energy Center,33,0,"71,271",278,0.537,0.006,"1,162.221",0.002
58643,Rockford Solar Farm,,,,,,,,
903,Rockton,,,,,,,,
55109,"Rocky Road Power, LLC",21,0,"27,329",99,1.084,0.007,"1,433.739",0.003
55759,Roxana Resource Recovery,,,,,,,,
882,Sabrooke,,,,,,,,
50952,Saint Francis Hospital,,,,,,,,
58926,Sangamon Wind Two LLC,,,,,,,,
56978,Sears Hydroelectric Plant,,,,,,,,
50563,Settlers Hill Gas Recovery,0,11,0,0,0.000,0.646,0.000,0.000
57493,Settlers Trail Wind Farm LLC,,,,,,,,
57964,Shady Oaks Wind Farm,,,,,,,,
55237,Shelby County,62,1,"107,165",413,0.673,0.006,"1,169.138",0.002
57928,SIUC,14,158,"5,221",179,3.181,36.260,"1,200.723",0.021
55594,South Barrington Electric,,,,,,,,
961,South Main Street,23,2,"1,065",19,31.860,2.850,"1,460.820",0.013
55281,Southeast Chicago Energy Project,75,0,"48,783",189,2.536,0.008,"1,659.571",0.003
895,Stallings,,,,,,,,
7556,State Farm,0,0,25,0,45.002,4.037,"2,271.921",0.018
860,Sterling Avenue,,,,,,,,
57094,Streator Cayuga Ridge South,,,,,,,,
55760,Streator Energy Partners LLC,,,,,,,,
58924,Sugar Creek Wind One LLC,,,,,,,,
969,Sullivan (IL),5,0,272,4,31.853,2.847,"1,604.348",0.013
61990,TAC-Distributed Energy Resource Int.,0,0,3,0,0.455,0.001,19.127,0.000
10867,Tate & Lyle,54,"3,658","107,446","3,981",0.518,35.134,"1,032.089",0.019
50721,Tazewell Gas Recovery,0,4,0,0,0.000,0.415,0.000,0.000
55005,Thornridge High School,,,,,,,,
55004,Thornwood High School,,,,,,,,
7760,Tilton Power Station,48,0,"54,280",182,1.117,0.007,"1,272.682",0.002
58375,Triton East and West Cogen,1,0,29,0,10.661,0.015,464.718,0.001
55245,Tuscola Plant,1,0,"2,095",51,0.066,0.003,101.043,0.001
54780,University of Illinois Abbott Power Plt,188,442,"85,062","1,090",1.694,3.985,767.784,0.005
54044,University of Illinois Cogen Facility,240,1,"36,571",140,4.125,0.017,627.524,0.001
55250,University Park Energy,223,1,"152,805",570,1.922,0.007,"1,318.503",0.002
55764,Upper Rock Energy Partners LLC,,,,,,,,
7474,Upper Sterling,,,,,,,,
913,Venice,25,0,"51,869",219,0.585,0.006,"1,198.018",0.003
897,Vermilion,,,,,,,,
58694,Walnut Ridge Wind Farm,,,,,,,,
971,Waterloo,3,0,361,3,11.526,0.806,"1,543.537",0.006
883,Waukegan,"1,050","1,174","1,962,492","61,953",1.283,1.434,"2,397.381",0.038
56417,Westchester Gas Recovery,,,,,,,,
54513,WestRock (IL),0,0,16,0,29.000,0.031,"1,267.769",0.002
57342,White Oak Energy LLC,,,,,,,,
62606,Whitney Hill Wind Power LLC,,,,,,,,
884,Will County,609,875,"1,247,087","39,132",1.213,1.743,"2,484.782",0.039
972,Winnetka,9,0,"3,905",18,4.618,0.226,"1,969.748",0.004
898,Wood River,,,,,,,,
54662,Woodland Landfill Gas Recovery,0,5,0,0,0.000,0.364,0.000,0.000
54987,Woodridge Greene Valley Treatment Plant,,,,,,,,
61910,Yeoman Creek,,,,,,,,
55392,Zion Energy Center,100,2,"353,336","1,355",0.384,0.007,"1,352.668",0.003
56871,Zion Landfill Gas to Energy Facility,0,7,0,0,0.000,0.444,0.000,0.000
10211,2 AC Station,,,,,,,,
6137,A B Brown Generating Station,"2,128","3,528","2,998,076","93,294",1.741,2.886,"2,452.896",0.038
60617,AEP Churubusco NaS,,,,,0.000,0.000,0.000,0.000
6705,Alcoa Allowance Management Inc,"7,554","2,644","5,039,879","161,225",3.484,1.219,"2,324.356",0.037
7336,Anderson,5,0,"8,596",20,1.418,0.017,"2,423.485",0.003
10245,ArcelorMittal Burns Harbor,143,1,"384,562",819,0.449,0.002,"1,210.145",0.001
10474,ArcelorMittal USA - Indiana Harbor East,"10,085",11,"414,359",903,23.594,0.027,969.410,0.001
995,Bailly Generating Station,196,53,"298,119","7,872",2.133,0.578,"3,240.958",0.043
59172,Belmont,,,,,,,,
56679,Benton County Wind Farm,,,,,,,,
60907,Big Blue River Wind Farm,,,,,,,,
59774,BioTown Ag,736,1,0,80,42.262,0.064,0.000,0.002
61303,Bluff Point Wind Facility,,,,,,,,
57625,"Bos Dairy, LLC",39,0,"1,391",18,16.355,0.019,580.244,0.004
52130,BP Whiting Business Unit,577,4,"157,006",570,2.533,0.019,688.810,0.001
1011,Broadway Avenue Generating Station,12,0,"5,832",23,3.299,0.008,"1,552.799",0.003
50316,Bunge North America East LLC,4,0,"2,426",9,0.957,0.018,658.000,0.001
992,C. C. Perry K Steam Plant,7,0,"5,501",22,0.801,0.021,636.754,0.001
59791,Cabin Creek Renewable Energy Station,,,,,,,,
50935,Caterpillar,464,1,"24,539",80,25.619,0.053,"1,355.368",0.002
1001,Cayuga,"8,977","2,656","6,257,022","214,739",2.952,0.873,"2,057.472",0.035
62794,Centerville Solar Park,,,,,,,,
56539,Clark-Floyd Landfill Gas Generating,0,1,0,0,0.000,0.345,0.000,0.000
983,Clifty Creek,"6,139","5,127","7,027,325","241,486",1.928,1.610,"2,206.622",0.038
62769,Columbia City Solar Park,,,,,,,,
1002,Connersville Peaking Station,,,,,,,,
50647,Covanta Indianapolis Energy,62,21,"13,238","2,298",2.757,0.937,587.267,0.051
60435,Crane Solar Facility,,,,,,,,
62484,Crawfordsville 2 Solar Park,,,,,,,,
62485,Crawfordsville 3 Solar Park,,,,,,,,
62793,Crawfordsville 5 Solar Park,,,,,,,,
1024,Crawfordsville Power Plant,0,0,0,0,,,,
62776,Crawfordsville Solar Park 4,,,,,,,,
996,Dean H Mitchell,,,,,,,,
59988,Decatur Co. Solar RES (IN),,,,,,,,
59855,Deer Creek PV,,,,,,,,
54956,Deercroft I & II LFGTE,0,5,0,0,0.000,0.434,0.000,0.000
59434,Duke Building 129,,,,,,,,
59432,Duke Building 87,,,,,,,,
59433,Duke Building 98,,,,,,,,
57250,Earthmovers LFGTE,0,8,0,0,0.000,0.415,0.000,0.000
59018,East Chicago,,,,,,,,
1004,Edwardsport Generating Station,867,58,"3,406,590","40,211",0.438,0.029,"1,719.624",0.010
986,Elkhart,,,,,,,,
59985,Ellettsville Solar RES,,,,,,,,
54835,Evonik Industries AG,0,0,9,0,0.000,0.000,0.000,0.000
10475,Expander Turbine,,,0,0,,,0.000,0.000
1012,F B Culley Generating Station,"1,529","1,896","2,498,937","72,881",1.599,1.983,"2,613.617",0.038
55385,Fairmount Electric Generating,,,,,,,,
59547,Fowler Ridge IV Wind Farm LLC,,,,,,,,
56777,Fowler Ridge Wind Farm LLC,,,,,,,,
1043,Frank E Ratts,,,,,,,,
62767,Gas City Solar Park,,,,,,,,
7759,Georgetown Substation,38,1,"176,969",376,0.605,0.014,"2,783.690",0.003
6113,Gibson,"10,256","16,213","17,851,720","668,475",1.163,1.839,"2,024.946",0.038
60721,Green Cow Power,561,1,0,61,48.571,0.074,0.000,0.003
61053,Greenfield Solar Park,,,,,,,,
59019,Griffith,,,,,,,,
61823,Harvest Wind Energy Project,,,,,,,,
62592,Headwaters Wind Farm II LLC,,,,,,,,
58416,Headwaters Wind Farm LLC,,,,,,,,
55066,Heat Recovery Coke Facility,,,,,,,,
54731,Hendricks Regional Health,1,0,37,1,55.998,5.092,"2,864.351",0.023
7763,Henry County Generating Station,134,1,"184,062",665,0.939,0.006,"1,292.179",0.002
59986,Henryville Solar RES,,,,,,,,
59260,"Hidden View Dairy, LLC",219,0,0,21,95.093,0.130,0.000,0.005
58795,"Hobart Solar, LLC",,,,,,,,
7948,Hoosier Energy Lawrence Co Station,71,0,"91,623",351,0.968,0.006,"1,252.216",0.002
56878,Hoosier Wind Project LLC,,,,,,,,
61267,Hurricane Creek Lift Station,1,0,46,1,24.941,2.409,"1,357.059",0.011
60253,IMPA Anderson Solar Park,,,,,,,,
61054,IMPA Anderson Solar Park 2,,,,,,,,
59483,IMPA Crawfordsville Solar Park,,,,,,,,
59479,IMPA Frankton Solar Park,,,,,,,,
60251,IMPA Huntingburg Solar Park,,,,,,,,
59770,IMPA Pendleton Solar Park,,,,,,,,
59481,IMPA Peru Solar Park,,,,,,,,
59480,IMPA Rensselaer Solar Park,,,,,,,,
59478,IMPA Richmond Solar Park,,,,,,,,
59482,IMPA Tell City Solar Park,,,,,,,,
60252,IMPA Washington Solar Park,,,,,,,,
58391,IND Community Solar Farm 1st Phase,,,,,,,,
59424,IND Solar Farm (Phase IIA),,,,,,,,
58615,Indianapolis Motor Speedway Solar PV,,,,,,,,
59834,Indy Grocers,,,,,,,,
59823,INDY III,,,,,,,,
58552,"Indy Solar I, LLC",,,,,,,,
58556,"Indy Solar II, LLC",,,,,,,,
58553,"Indy Solar III, LLC",,,,,,,,
991,IPL - Eagle Valley Generating Station,62,6,"1,119,123","3,947",0.047,0.004,848.580,0.001
990,IPL - Harding Street Station (EW Stout),551,5,"866,112","3,247",0.880,0.007,"1,382.112",0.003
994,IPL - Petersburg Generating Station,"8,225","6,570","10,159,711","340,187",1.808,1.444,"2,232.592",0.037
59989,Jackson Co. Solar RES,,,,,,,,
56464,Jay County LFGTE,0,4,0,0,0.000,0.415,0.000,0.000
59990,Johnson Co. Solar RES,,,,,,,,
60864,"Kokomo Solar 1, LLC",,,,,,,,
59984,Lanesville Solar RES,,,,,,,,
55502,Lawrenceburg Energy Facility,266,16,"3,119,198","11,139",0.075,0.004,875.038,0.002
58703,Lenape II,,,,,,,,
56465,Liberty I & II LFGTE,0,20,0,0,0.000,0.381,0.000,0.000
58043,Lilly Technical Center,,,,,,,,
58496,Lincoln Solar,,,,,,,,
58178,M. G. Emmett J. Bean Federal Center,,,,,,,,
59180,Marion Solar LNG,,,,,,,,
1005,Markland,,,,,,,,
58770,Maywood Photovoltaic Project,,,,,,,,
60238,"McDonald Solar Farm, LLC",,,,,,,,
57112,Meadow Lake Wind Farm II LLC,,,,,,,,
57115,Meadow Lake Wind Farm III LLC,,,,,,,,
57177,Meadow Lake Wind Farm IV,,,,,,,,
57109,Meadow Lake Wind Farm LLC,,,,,,,,
57628,Meadow Lake Wind Farm V LLC,,,,,,,,
61756,Meadow Lake Wind Farm VI LLC,,,,,,,,
6213,Merom,"1,835","3,803","6,235,258","216,057",0.625,1.296,"2,124.341",0.037
1006,Miami Wabash,,,,,,,,
997,Michigan City Generating Station,990,997,"2,314,554","78,071",0.970,0.977,"2,268.595",0.038
60047,Middlebury Solar,,,,,,,,
55229,Montpelier Electric Gen Station,103,1,"129,057",510,0.972,0.009,"1,213.246",0.002
59808,Munster Landfill Gas-to-Energy,0,1,0,0,0.000,0.534,0.000,0.000
7228,NA 1 (IN),,,,,,,,
62862,Nabb Battery Energy Storage System,,,,,,,,
59981,New Castle Solar RES,,,,,,,,
59983,New Haven Solar RES,,,,,,,,
1007,Noblesville,62,3,"657,406","2,710",0.083,0.004,872.812,0.002
1013,Northeast (IN),0,0,37,0,6.467,0.067,"2,458.600",0.005
998,Norway (IN),,,,,,,,
62918,Notre Dame Hydro,,,,,,,,
61333,Oak Hill Solar Array,,,,,,,,
56463,Oak Ridge LFGTE,0,4,0,0,0.000,0.415,0.000,0.000
999,Oakdale,,,,,,,,
59854,OlivePV,,,,,,,,
61266,Orme Park Water Treatment Plant,0,0,5,0,26.571,2.486,"1,400.000",0.011
59255,Osprey Point RES,,,,,,,,
60239,"Pastime Farm, LLC",,,,,,,,
1037,Peru (IN),0,0,16,0,29.800,2.780,"1,567.900",0.013
60046,Portage Solar,,,,,,,,
55096,Portside Energy,141,1,"77,915",317,1.015,0.005,561.475,0.001
54926,Prairie View I & II LFGTE,0,9,0,0,0.000,0.415,0.000,0.000
58129,Prairies Edge Generating Facility,116,0,"4,909",19,42.275,0.049,"1,785.215",0.003
57518,Purdue Energy Park,,,,,,,,
50240,Purdue University-Wade Utility,44,355,"48,477",663,0.707,5.682,775.406,0.005
1008,R Gallagher,535,"1,149","313,533","12,812",3.752,8.059,"2,199.055",0.045
6085,R M Schahfer Generating Station,"6,090","1,467","8,810,896","268,788",1.799,0.433,"2,602.305",0.040
57638,Randolph Eastern School Wind Turbine,,,,,,,,
1038,Rensselaer City Light Plant,102,0,"5,040",18,26.813,0.086,"1,328.057",0.002
61799,Rensselaer Solar Site 2,,,,,,,,
7335,Richmond (IN),11,0,"11,220",42,1.480,0.008,"1,513.673",0.003
62770,Richmond Solar Park 3,,,,,,,,
62791,Richmond Solar Park 4,,,,,,,,
61729,Richmond Solar Site 2,,,,,,,,
6166,Rockport,"8,742","21,285","12,462,084","423,147",1.470,3.579,"2,095.505",0.036
58942,Rockville Solar I LLC,,,,,,,,
58953,"Rockville Solar II, LLC",,,,,,,,
62891,Rosewater Wind Farm,,,,,,,,
58063,SABIC Innovative Plastics Mt. Vernon,823,8,"310,074","1,170",2.904,0.030,"1,094.290",0.002
50903,Sagamore Plant Cogeneration,27,1,"19,326",73,1.447,0.028,"1,030.670",0.002
59982,Scotland Solar RES,,,,,,,,
62766,Scottsburg Solar Park,,,,,,,,
59987,Spring Mill Solar RES,,,,,,,,
57794,St. Joseph Energy Center LLC,97,8,"1,568,116","6,367",0.047,0.004,767.851,0.002
61885,Staunton,,,,,,,,
55364,Sugar Creek Generating Station,98,7,"1,288,493","4,663",0.067,0.004,876.647,0.002
60410,"Sullivan Solar, LLC",,,,,,,,
988,Tanners Creek,,,,,,,,
62790,Tell City Solar Park,,,,,,,,
62305,Tipton Solar Park,,,,,,,,
989,Twin Branch,,,,,,,,
59861,Twin Branch PV,,,,,,,,
54925,Twin Bridges LFGTE,0,12,0,0,0.000,0.393,0.000,0.000
57637,Union City Wind Turbine,,,,,,,,
50366,University of Notre Dame,27,102,"28,588",259,0.680,2.556,716.135,0.003
50733,US Steel Corp - Gary Works,"8,832",11,"414,431","1,589",15.144,0.019,710.582,0.001
58797,"Valparaiso Solar, LLC",,,,,,,,
58577,Veolia ES Blackfoot Landfill Facility,0,2,0,0,0.000,0.391,0.000,0.000
55111,Vermillion Generating Station,55,1,"186,571",700,0.452,0.008,"1,534.317",0.003
61334,Volkman Road Solar Array,,,,,,,,
1010,Wabash River,,,,,,,,
57842,Wabash River Highland Plant,20,0,"59,025",221,0.477,0.007,"1,377.528",0.003
58796,"Waterloo Solar, LLC",,,,,,,,
61214,West Fork Wind,,,,,,,,
55224,Wheatland Generating Facility LLC,163,1,"161,030",565,1.695,0.009,"1,679.220",0.003
1040,Whitewater Valley,99,880,"57,595","1,934",4.814,42.851,"2,803.212",0.047
55259,"Whiting Clean Energy, Inc.",83,6,"1,144,699","4,062",0.069,0.005,949.670,0.002
57862,"Wildcat Wind Farm I, LLC",,,,,,,,
59069,Wildcat Wind Farm II LLC`,,,,,,,,
58055,Windy Ridge Generating Facility,82,0,0,8,49.578,0.070,0.001,0.002
55148,Worthington Generation,61,0,"85,032",320,0.894,0.006,"1,246.962",0.002
59425,Zimmerman Energy,0,9,0,0,0.000,0.389,0.000,0.000
1251,Abilene Energy Center Combustion Turbine,,,,,,,,
58666,Alexander Wind Farm LLC,,,,,,,,
1258,Anthony,3,0,151,1,38.303,0.044,"1,833.394",0.006
10857,Archer Daniels Midland Fredonia,,,,,,,,
58192,Arkalon Ethanol LLC,6,0,"3,822",14,0.958,0.018,658.841,0.001
1259,Ashland,2,0,77,1,35.916,3.081,"1,603.171",0.014
1261,Augusta Electric Plant No 1,0,0,4,0,0.000,0.000,0.000,0.000
6791,Augusta Electric Plant No 2,37,0,"1,629",9,39.178,0.043,"1,714.229",0.005
1262,Baldwin City Plant No 1,0,0,41,0,12.605,1.149,"1,883.907",0.007
8020,Baldwin City Plant No 2,3,0,262,3,16.839,1.528,"1,688.581",0.008
1263,Belleville,1,0,87,1,16.857,1.509,"1,654.994",0.008
1264,Beloit,0,0,44,0,1.507,0.140,"1,192.477",0.002
1224,Bird City,,,,,,,,
58193,Bonanza BioEnergy LLC,2,0,"1,171",4,0.877,0.018,662.972,0.001
61313,BPU Solar Farm,,,,,,,,
58767,Buckeye Wind Energy Center,,,,,,,,
58474,Buffalo Dunes Wind Project,,,,,,,,
1265,Burlingame,1,0,46,1,12.974,0.015,"1,183.897",0.008
1266,Burlington (KS),2,0,74,1,27.923,2.383,"1,201.497",0.011
