typ,zone,netcap,seg1,seg2,seg3,mincap,ramp,minu,mind,var_om,no_load,st_cost,Name_Description,facilityname,PLANT,fips,state,Unnamed: 18,PLNOXAN,PLSO2AN,PLCO2AN,PLN2OAN,PLNOXRTA,PLSO2RTA,PLCO2RTA,PLN2ORTA,CO2rate,NOXrate,SO2rate
ngct,SDGE,48.0,7.9,7.96,8.03,17.0,48.0,1.0,1.0,3.17,20.273972600000004,3360.0,MIRAMAR ENERGY FACILITY,Miramar Energy Facility,56232,6073,CA,,9,0,"55,478",205,0.191,0.006,"1,200.197",0.002,0.9265033000000001,0.16253389999999998,0.004679699999999999
ngst,PGE_valley,754.0,9.81,10.51,11.22,302.0,754.0,6.0,6.0,2.0,156.56441719999998,52780.0,Moss Landing 6,Moss Landing,260,6053,CA,,126,9,"1,715,517","6,489",0.06,0.004,821.061,0.002,,,
ngst,PGE_valley,755.0,9.81,10.51,11.22,302.0,755.0,6.0,6.0,2.0,156.6871166,52850.0,Moss Landing 7,Moss Landing,260,6053,CA,,126,9,"1,715,517","6,489",0.06,0.004,821.061,0.002,,,
ngcc,SCE,525.0,5.83,6.09,6.35,210.0,525.0,2.0,2.0,2.0,241.3284133,36750.0,MOUNTAINVIEW POWER PLANT POWER BLOCK 3,Mountainview Generating Station,358,6071,CA,,96,5,"903,995","3,689",0.092,0.004,864.292,0.002,0.8954378000000001,0.13933800000000002,0.004520399999999999
ngcc,SCE,525.0,5.83,6.09,6.35,210.0,525.0,2.0,2.0,2.0,241.3284133,36750.0,MOUNTAINVIEW POWER PLANT POWER BLOCK 4,Mountainview Generating Station,358,6071,CA,,96,5,"903,995","3,689",0.092,0.004,864.292,0.002,0.8954378000000001,0.13933800000000002,0.004520399999999999
ngct,SDGE,42.7,7.64,7.71,7.77,212.0,43.0,1.0,1.0,3.17,18.08219178,2989.0,NORTH ISLAND COGENERATION,North Island,10812,6073,CA,,51,1,"19,559",74,3.111,0.033,"1,188.828",0.002,,,
ngct,SDGE,96.0,11.9,11.97,12.03,18.0,96.0,1.0,1.0,3.17,40.54794521,6720.0,Orange Grove Energy Center,Orange Grove Project,56914,6073,CA,,2,0,"22,439",83,0.126,0.006999999999999999,"1,324.638",0.002,0.9774339,0.1502622,0.0049353999999999995
ngst,SCE,741.27,11.49,12.19,12.9,297.0,742.0,6.0,6.0,2.0,153.86503069999998,51888.9,Ormond Beach Unit 1,Ormond Beach Generating Station,350,6111,CA,,8,1,"128,957",489,0.09,0.006999999999999999,"1,386.517",0.003,1.7371279999999998,0.1551978,0.00877
ngst,SCE,775.0,11.49,12.19,12.9,310.0,775.0,6.0,6.0,2.0,160.8588957,54250.0,Ormond Beach Unit 2,Ormond Beach Generating Station,350,6111,CA,,8,1,"128,957",489,0.09,0.006999999999999999,"1,386.517",0.003,1.7371279999999998,0.1551978,0.00877
ngcc,SDGE,603.68,9.62,9.88,10.14,242.0,604.0,1.0,1.0,2.0,277.49077489999996,42257.6,Otay Mesa Energy Center,"Otay Mesa Energy Center, LLC",55345,6073,CA,,18,1,"221,721",817,0.07400000000000001,0.005,899.200,0.002,0.9203624,0.123049,0.0046462
ngcc,SDGE,575.0,9.7,9.96,10.22,230.0,575.0,2.0,2.0,2.0,264.2066421,40250.0,PALOMAR ENERGY CENTER,Palomar Energy Center,55985,6073,CA,,45,4,"827,238","3,033",0.047,0.004,859.439,0.002,0.8520118,0.0871295,0.0043012
ngct,PGE_valley,52.01,7.64,7.71,7.77,19.0,53.0,1.0,1.0,3.17,21.91780822,3640.7,Panoche - CalPeak,CalPeak Power - Panoche,55508,6019,CA,,1,0,"9,116",40,0.064,0.004,714.632,0.002,,,
ngct,PGE_valley,401.0,7.64,7.71,7.77,141.0,401.0,1.0,1.0,3.17,169.04109590000002,28070.0,Panoche Energy Center,Panoche Energy Center,56803,6019,CA,,32,2,"342,510","1,266",0.10300000000000001,0.006,"1,112.414",0.002,0.9145167,0.09905989999999999,0.0046174
ngcc,SCE,799.47,9.62,9.88,10.14,320.0,800.0,3.0,3.0,2.0,367.5276753,55962.9,PASTORIA ENERGY FACILITY,Pastoria Energy Facility,55656,6029,CA,,97,9,"1,841,760","6,789",0.045,0.004,851.502,0.002,0.8809892,0.0903334,0.0044475
ngct,PGE_valley,34.5,8.02,8.08,8.15,13.0,35.0,1.0,1.0,3.17,14.52054795,2415.0,"PE - KES KINGSBURG,LLC",Kingsburg Cogen Facility,10405,6019,CA,highlight ,0,0,"2,893",10,0.188,0.006999999999999999,"1,165.394",0.002,1.550224,0.27934000000000003,0.0078297
ngct,SDGE,106.0,7.87,7.94,8.0,17.0,106.0,1.0,1.0,3.17,44.65753425,7420.0,Pio Pico Unit 1,Pio Pico Energy Center LLC,57555,6073,CA,,9,0,"88,708",332,0.125,0.006,"1,182.324",0.002,0.8003349000000001,0.09032180000000001,0.0040406
ngct,SDGE,106.0,7.87,7.94,8.0,34.0,106.0,1.0,1.0,3.17,44.65753425,7420.0,Pio Pico Unit 2,Pio Pico Energy Center LLC,57555,6073,CA,,9,0,"88,708",332,0.125,0.006,"1,182.324",0.002,0.8003349000000001,0.09032180000000001,0.0040406
ngct,SDGE,106.0,7.87,7.94,8.0,17.0,106.0,1.0,1.0,3.17,44.65753425,7420.0,Pio Pico Unit 3,Pio Pico Energy Center LLC,57555,6073,CA,,9,0,"88,708",332,0.125,0.006,"1,182.324",0.002,0.8003349000000001,0.09032180000000001,0.0040406
ngst,PGE_bay,312.0,12.15,12.85,13.56,125.0,312.0,6.0,6.0,2.0,64.52322738,21840.0,Pittsburg Unit 5,Pittsburg Generating Station (CA),271,6013,CA,,,,,,,,,,,,
ngst,PGE_bay,317.0,12.15,12.85,13.56,127.0,317.0,6.0,6.0,2.0,65.56234719,22190.0,Pittsburg Unit 6,Pittsburg Generating Station (CA),271,6013,CA,,,,,,,,,,,,
ngst,PGE_bay,530.0,12.15,12.85,13.56,212.0,530.0,6.0,6.0,2.0,109.608802,37100.0,Pittsburg Unit 7,Pittsburg Generating Station (CA),271,6013,CA,,,,,,,,,,,,
ngst,SCE,178.87,11.19,11.89,12.6,72.0,179.0,6.0,6.0,2.0,37.17791411,12520.9,Redondo Unit 5,AES Redondo Beach,356,6037,CA,,12,1,"213,743",790,0.08900000000000001,0.008,"1,557.284",0.003,1.667197,0.20188,0.008417000000000001
ngst,SCE,175.0,11.19,11.89,12.6,70.0,175.0,6.0,6.0,2.0,36.3190184,12250.0,Redondo Unit 6,AES Redondo Beach,356,6037,CA,,12,1,"213,743",790,0.08900000000000001,0.008,"1,557.284",0.003,1.667197,0.20188,0.008417000000000001
ngst,SCE,505.96,11.19,11.89,12.6,203.0,506.0,6.0,6.0,2.0,105.03067479999999,35417.2,Redondo Unit 7,AES Redondo Beach,356,6037,CA,,12,1,"213,743",790,0.08900000000000001,0.008,"1,557.284",0.003,1.667197,0.20188,0.008417000000000001
ngst,SCE,495.9,11.19,11.89,12.6,199.0,496.0,6.0,6.0,2.0,102.9447853,34713.0,Redondo Unit 8,AES Redondo Beach,356,6037,CA,,12,1,"213,743",790,0.08900000000000001,0.008,"1,557.284",0.003,1.667197,0.20188,0.008417000000000001
ngct,PGE_valley,46.05,9.37,9.43,9.5,17.0,47.0,1.0,1.0,3.17,19.45205479,3223.5,Ripon Cogeneration Unit 1,Ripon Generation Station,56135,6077,CA,,2,0,"16,854",63,0.121,0.006,"1,361.405",0.003,1.252605,0.11039080000000001,0.0063256
ngct,SCE,48.35,8.49,8.56,8.62,17.0,49.0,1.0,1.0,3.17,20.273972600000004,3384.5,Riverside Energy Res. Ctr Unit 1,Riverside Energy Resource Center,56143,6065,CA,,5,0,"55,923",206,0.11199999999999999,0.006999999999999999,"1,295.239",0.002,0.8731037,0.0849834,0.0044093000000000005
ngct,SCE,48.5,8.49,8.56,8.62,17.0,49.0,1.0,1.0,3.17,20.54794521,3395.0,Riverside Energy Res. Ctr Unit 2,Riverside Energy Resource Center,56143,6065,CA,,5,0,"55,923",206,0.11199999999999999,0.006999999999999999,"1,295.239",0.002,0.8731037,0.0849834,0.0044093000000000005
ngct,PGE_bay,48.7,9.3,9.37,9.43,18.0,49.0,1.0,1.0,3.17,20.52054795,3409.0,RIVERVIEW ENERGY CENTER,Riverview Energy Center,55963,6013,CA,,2,0,"12,352",45,0.222,0.006999999999999999,"1,372.368",0.003,1.0224739999999999,0.24383089999999996,0.005162600000000001
ngcc,PGE_bay,620.0,10.06,10.32,10.58,248.0,620.0,1.0,1.0,2.0,284.90774910000005,43400.0,Russell City Energy Center,Russell City Energy Company LLC,56467,6001,CA,,28,2,"439,954","1,671",0.055,0.004,870.829,0.002,0.8602122999999999,0.09337000000000001,0.0043423
ngct,PGE_valley,57.0,8.02,8.08,8.15,20.0,57.0,1.0,1.0,3.17,24.10958904,3990.0,SALINAS RIVER COGENERATION,Salinas River Cogeneration Facility,50865,6053,CA,,10,1,"117,046",422,0.065,0.004,776.557,0.001,1.583943,0.1290424,0.0079972
ngct,PGE_valley,57.1,8.02,8.08,8.15,20.0,58.0,1.0,1.0,3.17,24.10958904,3997.0,SARGENT CANYON COGENERATION,Sargent Canyon Cogen Facility,50864,6053,CA,,,,,,,,,,,,
ngcc,PGE_valley,586.02,9.84,10.1,10.36,235.0,587.0,4.0,4.0,2.0,269.3726937,41021.4,SUNRISE POWER PROJECT (AGGREGATE),Sunrise Power Company,55182,6029,CA,,50,6,"1,111,044","4,211",0.038,0.004,831.816,0.002,0.7984249,0.0435139,0.0040307
ngcc,PGE_valley,332.28,6.33,6.59,6.85,133.0,333.0,1.0,1.0,2.0,152.7675277,23259.6,Tracy Combined Cycle Power Plant,Tracy Combined Cycle Power Plant,55933,6077,CA,,33,2,"428,058","1,562",0.076,0.005,985.874,0.002,0.9194953000000001,0.122206,0.0046422
ngct,SCE,96.43,7.37,7.44,7.5,34.0,97.0,1.0,1.0,3.17,40.54794521,6750.1,Walnut Creek Energy Park Unit 1,Walnut Creek Energy Park,57515,6037,CA,,21,1,"223,662",860,0.11,0.006,"1,170.931",0.002,0.8818921000000001,0.08405089999999998,0.0044524
ngct,SCE,96.91,7.37,7.44,7.5,34.0,97.0,1.0,1.0,3.17,40.82191781,6783.7,Walnut Creek Energy Park Unit 2,Walnut Creek Energy Park,57515,6037,CA,,21,1,"223,662",860,0.11,0.006,"1,170.931",0.002,0.8818921000000001,0.08405089999999998,0.0044524
ngct,SCE,96.65,7.37,7.44,7.5,34.0,97.0,1.0,1.0,3.17,40.82191781,6765.5,Walnut Creek Energy Park Unit 3,Walnut Creek Energy Park,57515,6037,CA,,21,1,"223,662",860,0.11,0.006,"1,170.931",0.002,0.8818921000000001,0.08405089999999998,0.0044524
ngct,SCE,96.49,7.37,7.44,7.5,34.0,97.0,1.0,1.0,3.17,40.54794521,6754.3,Walnut Creek Energy Park Unit 4,Walnut Creek Energy Park,57515,6037,CA,,21,1,"223,662",860,0.11,0.006,"1,170.931",0.002,0.8818921000000001,0.08405089999999998,0.0044524
ngct,SCE,96.65,7.37,7.44,7.5,34.0,97.0,1.0,1.0,3.17,40.82191781,6765.5,Walnut Creek Energy Park Unit 5,Walnut Creek Energy Park,57515,6037,CA,,21,1,"223,662",860,0.11,0.006,"1,170.931",0.002,0.8818921000000001,0.08405089999999998,0.0044524
ngct,SCE,49.0,7.63,7.7,7.76,18.0,49.0,1.0,1.0,3.17,20.54794521,3430.0,Wellhead Power Delano,"Delano Energy Center, LLC",58122,6107,CA,highlight ,0,0,"3,946",15,0.114,0.006999999999999999,"1,446.856",0.003,1.2336209999999999,0.10053580000000001,0.0062295
,,,,,,,,,,,,,,"Wellhead Power Gates, LLC",55875,6019,CA,highlight 2,,,,,,,,,,,
ngct,PGE_valley,46.9,9.31,9.38,9.44,17.0,47.0,1.0,1.0,3.17,19.726027399999996,3283.0,WOLFSKILL ENERGY CENTER,Wolfskill Energy Center,55855,6095,CA,,1,0,"6,710",25,0.196,0.006,"1,429.548",0.003,1.0587,0.2501796,0.0053457999999999995
ngct,PGE_valley,46.0,10.84,10.91,10.97,17.0,46.0,1.0,1.0,3.17,19.45205479,3220.0,Yuba City Energy Center,Yuba City Energy Center,10349,6101,CA,,12,0,"16,208",359,0.102,0.001,143.200,0.002,1.144182,0.9379165,0.0057795
