FULTON_20_hydro,MC_CALL_20_hydro,MESA_CAL_20_hydro,ROUND_MT_20_hydro,SUMMIT_20_hydro,TESLA_20_hydro,CANAD_G1_20_hydro,CMAIN_GM_20_hydro,COTWDWAP_20_hydro,COULEE_20_hydro,CRAIG_20_hydro,DALLES21_20_hydro,EMERY_20_hydro,HANFORD_20_hydro,HOOVER_20_hydro,IMPERIAL_20_hydro,JOHN_DAY_20_hydro,MALIN_20_hydro,MIDPOINT_20_hydro,MONTA_G1_20_hydro,NAUGHT_20_hydro,NAVAJO_2_20_hydro,NORTH_G3_20_hydro,OWENS_G_20_hydro,RNCHSECO_20_hydro,SJUAN_G4_20_hydro,WCASCADE_20_hydro
23.1,1753.9,268,1763.211013,154.2,2528.080496,5143.163654,2807.637051,1263.609392,5929.659889,414,2117.537872,12.2,4665.045716,1464.8,402.4,1022.028995,391.6,987.4800596,277,162,1007,3076.265756,43.6,414,839.2,268.8018776
20.1,1753.9,268,1393.611013,128.4,2177.680496,5164.925963,2676.064614,1368,7225.659889,345,2073.509725,8,4096.245716,1220.6,435,734,293.8,969.4516849,346,162,1093,2714.465756,32.8,345,699.4,211.8018776
17.1,1753.9,268,1267.659845,102.6,2414.439007,5331.610701,2524.411397,1368,8521.659889,276,1781.309725,8,3527.445716,976.4,435,734,196,755.2516849,415,162,1093,2352.665756,24.53333333,276,559.6,154.8018776
14.1,1753.9,268,1405.564654,95.18181818,2102.6,5904.852703,2324.41047,1368,8868.909025,345,1857.868413,8,2958.645716,805.2799819,435,1053.596055,196,645.5668647,484,162,1093,1990.865756,35.33333333,207,597.0535113,115
11.1,1753.9,287,1493.674455,120.9818182,1752.2,5024.652703,2577.48384,1362.86864,9011.385568,345.976223,1687.970287,8,2389.845716,1049.479982,384.6,1420.796055,196,859.7668647,551.8571429,162,983.6717471,1629.065756,46.13333333,138,457.2535113,115
8.23333333,1753.9,420.8,1863.274455,102.6,1401.8,4961.03333,3018.48384,1205.66864,8686,324.8915308,1659.679624,8,1821.045716,1293.679982,334.2,1787.996055,196,1073.966865,603,162,857.6717471,1267.265756,56.93333333,138,592.3093207,115
11.23333333,1552.3,554.6,2232.874455,128.4,1752.2,5841.23333,3115.566493,1210.8,9982,393.8915308,1851.411066,8.53333333,1252.245716,1537.879982,334.2,2155.196055,196,859.7668647,534,162,967,1629.065756,67.73333333,207,732.1093207,172
14.23333333,1753.9,688.4,2602.474455,154.2,2102.6,6721.43333,3556.566493,1368,11278,462.8915308,1846.554161,12.73333333,1821.045716,1782.079982,384.6,2522.396055,293.8,665.4775737,603,243,1093,1990.865756,78.53333333,276,871.9093207,229
17.23333333,1753.9,822.2,2413.150646,180,2453,6941.550095,3837,1368,11222.424,531.8915308,1580.02465,16.93333333,1252.245716,2026.279982,435,2889.596055,391.6,451.2775737,603,162,1093,1629.065756,89.33333333,345,1011.709321,286
20.23333333,1753.9,803.2,2782.750646,154.2,2102.6,6745.878588,3837,1368,10328.27766,462.8915308,1635.403486,20.6,1821.045716,1782.079982,384.6,2522.396055,293.8,585.945482,534,162,1078.331301,1990.865756,78.53333333,351,871.9093207,229
23.23333333,1753.9,669.4,2413.150646,128.4,1752.2,6021.985751,3450.535613,1368,9032.277662,393.8915308,1655.493869,16.4,2389.845716,1537.879982,334.2,2155.196055,391.6,800.145482,465,162,952.3313012,2161.13561,67.73333333,345,732.1093207,286
20.23333333,1552.3,535.6,2043.550646,102.6,1401.8,5141.785751,3009.535613,1210.8,7736.277662,324.8915308,1939.605733,12.2,2466.868514,1293.679982,283.8,1787.996055,391.6,1014.345482,396,243,826.3313012,1799.33561,56.93333333,276,592.3093207,229
17.23333333,1350.7,401.8,1688.905536,76.8,1051.4,4261.585751,2568.535613,1053.6,6440.277662,255.8915308,1749.963131,8,1898.068514,1049.479982,233.4,1420.796055,293.8,1134.227722,327,162,700.3313012,1437.53561,46.13333333,207,452.5093207,172
14.23333333,1149.1,268,1438.84554,51,701,3381.385751,2127.535613,896.4,5144.277662,186.8915308,1733.867507,8,1329.268514,805.2799819,183,1053.596055,196,1348.427722,258,162,574.3313012,1075.73561,35.33333333,138,312.7093207,115
11.23333333,947.5,268,1287.74728,51,701,2786.808408,2040.812955,739.2,3848.277662,138,1698.642472,8,1139,561.0799819,132.6,920.3165225,293.8,1134.227722,189,162,448.3313012,723,24.53333333,138,280,172
8.23333333,745.9,268,1197.091646,51,701,2870.208408,1599.812955,582,2593,138,1990.842472,8,1139,488,100,1287.516523,391.6,920.0277219,139,162,322.3313012,841.5110805,22,138,280,229
6,756.1,268,1226.819866,51,701,2689.303572,1626.217792,424.8,2593,138,1984.064301,8,1139,488,100,1267.384808,489.4,705.8277219,139,162,251,723,22,138,280,286
6,753.4,268,1443.827307,51,701,2774.027185,1489.694179,314,2593,138,1927.751624,8,1139,488,100,1634.584808,587.2,491.6277219,139,162,251,723,22,138,280,343
9,621.5,268,1179.002156,51,701,3654.227185,1293.065803,407.788192,3009.705972,138,2145.906007,8,1707.8,488,100,1410.690105,685,429,139,162,251,1084.8,22,138,280,328
