CORONADO_20_wind,MALIN_20_wind,JOHN_DAY_20_wind,DALLES21_20_wind,COULEE_20_wind,HANFORD_20_wind,WCASCADE_20_wind,CMAIN_GM_20_wind,MIDPOINT_20_wind,MONTA_G1_20_wind,BRIDGER_20_wind,VALMY_20_wind,COLOEAST_20_wind
845.9,13.4,13.9,122.4,66.7,1130,16.3,813.2,0,288.6,57.1,20.7,567.9
1088.6,13.3,13.8,126.6,61.8,1193.1,14.8,856.4,0,311,73.6,11.1,579.3
1424.5,11.5,13.8,218.5,60.6,1507,11.9,952.3,0,319.7,102.8,7.8,526.5
1477,13.9,13.9,213.8,43.8,1698.9,6.8,997.3,0,323.3,166.3,32.4,566.7
1815.6,16.4,13.6,202,49.4,1628.9,3,986,0,367,291.6,45.2,608.8
1893.3,15.5,13.2,176.5,49.1,1171.2,1.6,948.8,0,405.4,240.2,53.6,644.1
2170.1,14.9,12.1,182.2,50.3,869.8,1,949,0,473.6,111.7,49.6,676.5
2726.7,15.3,10.5,175.5,53.6,749.1,1,1048.7,0,591.2,939.4,35.4,795.3
2615,17,9.6,156.9,44.2,721,0.5,1024.3,0,728.8,1015,14.6,898.3
2541.4,16.3,9,121.4,28.7,624.4,0.4,890.7,0,767.8,48.7,6.9,751
2451.4,15.5,7.9,110,20.7,683.2,1.2,886.2,0,748.8,15.8,7.2,775.6
2544.2,13.1,6.7,78,22,834,1.5,839.8,0,648.2,12.1,9.2,737.6
2455.3,10.6,5.3,57.6,18.4,791,1.9,735,0,557.2,28.3,18.3,664.6
2394.8,9,4.1,54.6,40.3,545.6,1.6,653.2,0,477.4,158.7,35.5,762
2268.2,8,3.6,53.2,55.9,450.9,1.6,636,0,439.2,15,36.1,817.7
2187,7.6,3.4,51.4,64.5,405.9,2.1,586.9,0,442.5,49,34.6,811.3
2047,6.6,3.6,53.5,66.5,409.1,1.5,491.6,0,616.3,177.4,38,758.5
1947.9,5.3,3.3,55.6,67.2,366.7,2,425.7,0,644.7,407.5,37.7,664.9
1909.4,4.5,2.8,58.8,64.2,358.2,1.8,402.6,0,612.4,380.2,49.7,572.4
1854.4,4.2,2.4,63.9,67.2,529.4,1.8,356.2,0,647.1,528.3,58.1,508
2001.2,4.2,1.6,65.1,73.2,584.8,1,346.6,0,721.2,442,70.8,490.9
2642.3,4.1,1.3,66.1,67.3,430.3,0.9,374.6,0,642.9,82,89.3,813.8
2792.7,4.7,1.3,62.2,54.4,240.4,0.8,339.2,0,531.7,47.6,86.2,814
1914.3,5.8,0.8,60.4,40.5,102.2,0.8,257.3,0,434.6,98.4,88.8,663.8
1891.6,5.2,0.2,65.1,36.1,85.5,0.1,259,0,411.9,91.8,98.3,717
2165.8,4.5,0,65.2,29.2,124.6,0,281.2,0,476.8,128.4,123.1,732.1
2273.5,4.5,0,69.2,20.8,146.2,0,293.2,0,510.7,198.8,149,755.6
2231.6,4.9,0,66.9,12.4,198.1,0,307.4,0,543.2,382.4,138.2,772.2
2335.1,4.7,0.1,58.5,6.5,223.8,0,311.5,0,595,564.5,112.4,774
2302.9,4.4,0.2,48.2,5.2,222.7,0,301,0,594.7,685.1,93.1,783.5
2229.2,5,0.1,48.3,3.9,287.7,0,300.9,0,616.8,717,81.8,784
2649.1,4.6,0.1,51.7,2.9,369.7,0,335.5,0,638,1407.5,60,628.2
2561.8,3.5,0.2,55.6,1.1,567.3,0,323,0,576.1,985,53.3,567.7
2559.1,2.9,0.2,54.2,0,666.3,0,316.4,0,587.9,364.8,82.8,584.5
2593.3,2.2,0.1,46.6,0.6,647.8,0,337.5,0,573.2,384.2,88.1,726.7
2611.1,2.4,0,36.6,0.1,605.8,0,340.4,0,544.2,324.4,96.8,826.1
2570,1.7,0,28.2,0,423.9,0,340.5,0,476.6,257.6,92.5,848.3
2393.2,0.7,0,18.6,0.1,252.2,0,377.3,0,423.9,584.8,67.4,847.3
2086.5,0.2,0,15.2,0.8,194.2,0,362.9,0,346.2,554.4,65.9,906.6
2082.4,0,0,10,2.1,126.1,0,361.8,0,316.7,913,96.8,912.9
2047.4,0,0,5.6,8.1,68.1,0,342.3,0,314.7,557,102.6,919.8
1989.5,0.1,0,2,15.5,61,0,338.3,0,272.3,370.1,101,927.6
1483.7,0.5,0,1.5,24.3,58.8,0,329.8,0,231.5,195.1,136.3,904.6
1422.6,0.7,0,1.3,34.9,58.9,0,345.5,0,197.1,300.8,188.7,855.5
1869.1,0.8,0,0.5,44.3,57.6,0,376.9,0,201.4,914.6,195.1,827.1
1374.3,3.2,0,0.5,44.6,60.2,0,382.7,0,202.1,1248.7,192.6,811.6
1810.3,4.9,0,0.5,36.5,55,0,417.6,0,191,1825.1,212.3,793
2105.6,1.4,0,3.1,31.2,36.3,0,407,0,160.7,1728.3,241.1,797.3
2334.5,0.3,0,4,31.2,33.3,0,438.2,0,177.9,1667.4,239.1,768.5
1618.4,1.8,0,9.7,38.3,29.5,0,405.7,0,168,1761.5,210.2,700
1643.8,2.6,0.2,12.1,46.2,31.2,0,387.4,0,168.3,1873,203.1,573
1879.9,1.9,0.3,12.6,40.7,29.4,0,372.9,0,180.8,1858.9,239,416.1
1698.9,2.2,0.4,14.2,27.9,15.5,0.1,349.3,0,197.9,1858.7,253.3,185.8
1640.3,2.4,0.3,46.9,3.1,130.6,0.3,359.2,0,320,1581.4,281.6,229.4
1877,11.9,1.2,158.8,12.4,105.8,0,413,0,493.8,688.6,357.1,426.7
2325.8,20,0.9,103,21.4,141.9,0.3,434.4,0,685.6,600.1,366.9,510.6
2632,26.9,1.2,14.9,10.3,104.9,1.9,428.6,0,747.4,738.5,378.3,258
2720.4,29.2,1.2,21.4,18.1,93,1.9,426.9,0,645.9,812.7,401.8,291.7
2672.5,26.1,2.8,24.4,27.6,121.9,1.4,419.2,0,546.2,762.8,354.9,436.8
2732.4,14.3,4.6,5.3,30.9,206.4,0.2,410.2,0,527.7,581.9,214.7,519.8
2617.3,9.7,3.3,3.6,25.1,181.8,0.3,429.6,0,474.3,663.3,328.2,626.9
2381.6,9.9,1.1,6.3,32.9,168.6,0.1,409.7,0,439.7,329,433.9,669.9
2391.2,17.7,0.3,8,15.5,319.3,0.8,393.5,0,395.6,385.9,500.7,617.1
2081.2,22,0.1,24,7.7,481.4,0.6,376.1,0,352.9,312.3,495.7,602.8
1749.4,24.5,0,23.3,5.3,572,0,370.5,0,364.3,165.1,481.5,586.7
1649.4,24.7,0,29.4,8.2,579.6,0,367.8,0,342.9,194.1,426.8,504.4
1470.1,25.4,0,48,9.2,396.3,0.1,360.9,0,363.7,126.7,409.8,351.2
1054.6,23.7,0,55.3,8.8,214.1,0.1,353.2,0,363.4,122.1,378.5,323.6
616.4,20.8,0,62.4,11.6,58.7,0.1,322,0,347.7,113.8,330.4,326.5
581.4,16.5,0,72.6,17.4,74.6,0.1,330.6,0,371.2,81.4,294.2,311.1
442.5,12.4,0,51.4,12.5,162.4,0.1,309.5,0,360.3,68.3,277.7,246.3
397.5,7.2,0,26.4,5.6,197.6,0,300.1,0,353.6,64.2,239,174.5
282.3,6.6,0,27.6,0.8,99.5,0,254.8,0,365,87.3,195.1,121.9
257.8,6.7,0,41.9,0,38.1,0,299.2,0,398.2,109.5,210.7,84
272.6,8.6,0,54.8,0,19.2,0,321.3,0,468.3,122.5,219.7,59.2
305.4,11.7,0,64.2,0,25.1,0,324.6,0,559.2,186,244.1,36.2
413.8,15.7,0,82.1,0.1,20.6,0,335.4,0,596.9,291.5,220.1,28.7
565,19.3,0,83.1,1.2,35.2,0,370.5,0,552.9,198.6,149.3,44.3
692.3,16.3,0.4,67.3,4,72.4,0,373.8,0,609.5,129.3,73.6,72.5
761.6,14.5,1.3,69.4,5.7,125.4,0,370.2,0,647.6,124.4,47.9,109.6
1161.3,18.5,1.6,93.6,8.8,77.8,0,381.1,0,673.3,145.1,34.5,146
1354,22.9,1.5,78.4,24,63.3,1,403.4,0,617.2,144.9,32.7,174.3
1399.1,21.7,1.9,87.5,31.6,100.8,2.7,372,0,573.1,135.2,47.7,238.6
1471.1,22.6,2.2,109.6,18,160.3,4.1,391.1,0,500.9,171.5,57,252.2
1486.7,24.6,2.1,100.5,8.5,253.2,5.9,390.4,0,452.7,309.1,60.2,231.8
1475.3,26.4,1.5,108.3,16.6,259.8,5.1,401,0,417.5,469.9,50.7,216.5
1513.7,27.1,1,119.4,34.8,281.1,3.8,467.3,0,373.1,628.6,44.6,223.1
1333.7,23.3,0.9,93.5,34.7,239.2,4.5,570,0,316.5,660.8,39.1,212.8
1090.1,22.7,0.9,119.6,20.5,233.9,8.9,498.1,0,278.1,644.4,33.7,211.7
1164.7,18.2,0.8,165.9,7.2,303.4,9.2,536.8,0,270.4,721.9,29.8,186
1274.3,18.9,0.6,188.9,4.4,255.2,6,616.6,0,263.6,784.4,20.5,210
1508.1,19.7,0.4,191.7,6.5,176.5,3.9,659.7,0,256.7,898.1,17.4,179.7
1606.5,21.4,0.5,194.6,10.9,171.8,2.5,620.1,0,302.9,981.3,8.1,131.6
1424.3,25.9,0.3,194.5,5.6,177.2,1.8,603.7,0,427.9,965.8,4.9,79.7
1236.8,28.1,0.6,195.2,1.8,182.3,1.5,511.3,0,368.8,656,4.1,38.2
1030.3,28.3,0.8,183.9,7.1,166.7,1.3,438.9,0,312.8,420,5.3,32.5
805.6,26.7,0.9,153.8,13.6,61.5,0.6,368.1,0,305.8,245.7,11.3,30.9
720.5,22.7,0.6,136.2,21.6,89.2,0.1,378.8,0,302,270.7,11.2,24.3
679,14.9,0.3,116.7,9.7,149.2,0,388,0,280.7,341,7.5,25.2
706.8,11.3,0.2,113.2,4.3,148.9,0,324.2,0,280.2,395.3,5.6,32.2
633.6,9.6,0.1,103.5,4.5,112.7,0,302.2,0,250.9,373.6,7.3,36.7
516.8,7.8,0.1,95.5,4,44,0,268.5,0,227.6,370.6,6.6,41.3
536.1,7.1,0.1,76.5,2.2,25.3,0.1,291.5,0,276.3,319.9,5.4,44.1
420.7,7.6,0,89.6,0.2,52.1,0.1,280.5,0,295.4,342.9,5,32.3
307.6,11.8,0,176.6,0,61.9,0.2,258.9,0,248.8,345.5,6.8,22.7
215.1,17.1,0,227.9,0.4,67.1,0.3,243.9,0,163.4,383.5,7.6,13.8
162.7,22,0,251.6,1.4,154.8,0.5,230.6,0,138,382.9,8.4,11
128,25.3,0.1,254.3,1.3,368.4,3.4,226,0,128.1,217.8,13.6,6.8
85.1,25.7,0.2,260,3,587.3,5.7,262.8,0,119.3,152.8,9.4,4.4
79.6,24.8,0.2,259.8,8,879,5.8,236.4,0,100.3,106.4,8.2,2.2
94.5,22.6,0.2,267,13.9,1113.1,6.6,285.8,0,95.6,108.8,10.5,2
104.3,22.2,0.1,268.3,3.5,961.2,7.4,277.2,0,92,115.8,9.9,1.9
99.2,20.4,0.1,252.1,2.1,888.7,6.6,236.3,0,105.7,122.4,5.4,4.5
82.2,17.5,0.1,237.7,0.7,713.5,6.1,212.4,0,122.6,97,7.8,5.9
96.7,16.5,0.1,243.2,0.8,511.5,6.5,220.3,0,133.9,73.2,9.4,5.1
148.6,17.4,0.2,256.1,0.9,602.3,7.4,216.5,0,132.5,110.9,8.3,11.7
171,19.2,0.3,271.9,1.5,818.9,8.1,229.8,0,125.6,182.1,10.7,12.9
156.8,23.6,0.5,274.9,2.9,1166.5,10.1,238.8,0,110.1,232.3,10.4,11.8
124.3,21.8,0.6,275.2,4.4,1200.4,11.2,239.5,0,51.4,255.4,10.4,15.3
143.9,18.2,0.4,273.3,4.1,1115,11.4,226.5,0,19.5,324.9,8.3,24.3
194.1,19.1,0.3,273.7,9.2,1101.1,9.3,287.1,0,13.1,321.2,8.3,35.2
245.7,23.5,0.6,278.9,20.7,757.5,8,338.5,0,8,333.3,7.4,39.9
281.4,24.7,1,277,29.8,625,6.4,379.2,0,23.4,409.6,6.1,46
287.3,26.3,1.6,266.5,29.7,962.3,8.9,337.2,0,29.9,391.7,2.6,45.3
281.2,27.1,2.3,262.6,29,1048,7.4,345.8,0,22.8,339.7,3.3,49.6
273.7,9.9,1.3,164.6,14.4,134.2,0.9,190.4,0,46.6,240.1,10.7,41
306.2,16.6,1.8,247.4,35,691.1,2,255.1,0,43.8,148,17.9,12
255.5,20.5,0.9,273.6,52.8,1007,2.4,287.7,0,35.5,118.5,14.2,2.5
263,18.8,3.8,277.1,49.9,1209.1,10.1,310,0,90.4,122.8,9,0.8
485.3,25.6,5.2,280,52.7,1890.3,22.4,373.8,0,266.3,169.7,3.8,0.6
442.6,29.9,3.5,270.1,42.3,2199.7,23.9,417.3,0,276.8,409.9,16.3,0.1
334.5,30,2.5,178.3,45,2216.7,23.7,425.9,0,300.4,814,33.3,13.3
305.2,30,4.2,180.2,47,2382.1,22.6,453.9,0,301.8,1021.3,71.8,108.5
307.9,30,4.5,181,31.8,2009,20.9,439.8,0,362.4,1223.4,100.3,93.4
268.1,30,5.3,182,20.2,1560.7,19.5,431.8,0,147.4,1418.9,120,42.1
320.4,29.9,5.2,225.3,17.8,1748.9,20.5,491.7,0,124.5,1655.2,126.9,37.6
403.8,29.9,3.9,237.1,15.6,1513.4,16.5,496.1,0,90.3,1832.9,172.1,40.2
463.8,30,2.6,279.8,17.9,954.1,17.5,504.8,0,66.2,1886.3,224.3,24
420.3,30,6,283.2,21,860.6,16.7,503.1,0,60.3,1783.8,304.5,14.9
384.5,30,7.3,284.5,20.5,778.6,16,551.6,0,39.3,1781,334.1,14.5
420.5,30,5.6,276.8,27,949.7,17.1,503.4,0,40.2,1825.7,317.5,22.5
410.6,29.8,4.4,261.6,17.3,1562.2,17.3,527.2,0,62.3,1804,319.4,16.5
361.8,29.4,3.7,275.9,36.2,2292.6,12.2,620.4,0,83.9,1724.5,344.1,6.7
340.2,28.1,3.2,262.9,61.9,2209.4,12,754.6,0,39.8,1563.9,359.7,1.4
553.2,23.8,2,245.8,52.6,1946.4,8.3,754.4,0,46.8,1424.1,299.1,0.3
833.1,22.1,2.5,195.7,43.8,1863.3,5.4,704.5,0,65.2,1275,307.9,0.8
999.5,27.1,3,128.3,42.6,1815,2.8,721.3,0,83.4,1140.6,304.4,1.5
1028.7,27.7,3.2,87.2,52.7,1382.8,1,599.1,0,112.4,954.6,248.3,1.8
1035.9,28.9,2,78.4,38.4,534.7,0.9,523,0,166.9,960.9,207.2,1.5
1129.2,28.7,1.6,69.6,84,269.5,0.3,454.8,0,180.2,999.7,179.5,0.9
1128.7,26.6,1.7,63.4,94.2,167.3,0.3,429.2,0,262.9,927.7,175.3,8.8
1352,24,2.3,42.9,103.2,707.8,0.2,424.3,0,359.4,983.2,187,67.2
1701.1,17.4,1.9,36.4,67,726.8,0,381.5,0,551.7,1225.3,232.8,167
1959.2,20.5,1.3,38.4,46.5,214.7,0.2,402.2,0,705.4,1410.2,326.2,205.6
2053.4,13.5,0.3,25,31.7,88.6,0.1,412.6,0,770.9,1615.5,400.9,121.7
2105.9,12.7,0.2,13.8,17.3,58.8,0.1,372,0,798.5,1515.9,414.8,111
2113.7,18.2,0.1,9.6,7.6,21.4,0,374.7,0,871.4,1585.8,395.8,75.7
2099.1,26.8,0.2,9.6,0.1,14,0,447.7,0,918.2,1858.5,358.5,43.7
2084.2,27,0,18.7,0,26.9,0,466,0,938.3,1959,326.8,15.1
2050.7,25.6,0,54.2,0.2,19.2,0,470,0,903.5,2017.3,316.6,5.6
2038.8,23.9,0,93.4,0.1,26.5,0,468.1,0,758.7,2038.2,336.4,5
2019.4,25,0.1,85.7,2.3,15.9,0,447.7,0,655.6,1948.8,398.1,3.9
1985.4,22.7,0.1,96.6,9,14.3,0,419.7,0,645.5,1856.6,435.7,4.1
1945.9,24.1,0.3,84.8,15.3,12.8,0,397.2,0,448,1635.8,451.5,6
1952.7,26,0.7,50.6,17.8,21,0,401.4,0,391.7,1408.1,484.8,11.7
1894.2,27.1,0.8,58.1,18.7,39.1,0,371.8,0,282.7,1210.7,512.2,10.6
1465.2,27.5,0.9,36.3,24.8,64.4,0,338.9,0,173.1,1066.3,535.4,5
1018.4,29,0.9,39.6,33.8,53.7,0,339.8,0,109.5,931,533.7,2.5
836.8,27,0.7,23.6,28.8,34,0,360.2,0,107.9,805.4,547.6,7.2
716.4,25,0.9,8.6,28.9,19,0,357.5,0,137.3,887.3,542.7,29.7
643,20,1.2,7.5,23.3,15.1,0,382.1,0,154.9,925.7,519.9,67.9
613.1,14.8,1.3,4.1,22.3,21.3,0.2,407.2,0,160.6,1079.8,523.6,91.7
793.6,15.5,1,3.8,10.5,45.6,0.6,404.9,0,165.4,1020,524,126
1008.4,17.6,0.8,7.2,7.3,68.7,0.8,452.6,0,191.2,1054.9,523.6,236.1
1259.6,15,0.7,9.5,6.9,122.3,0.7,488.1,0,206.5,886.7,524,362
1561.3,14.2,0.5,21.4,4.1,122.4,0.6,472.1,0,197.7,710.7,524,452.1
2003,22.6,0.4,22,1.8,48.6,0.5,466.2,0,206.2,776.8,509.1,571.9
2409,26,0.2,29.7,0.2,52.2,0.9,471,0,213.4,1286.3,482.9,624.7
2629.4,24.7,0,62.5,2.1,87.8,0.7,485.1,0,220.4,1471,376.5,622.5
2683.3,25,0,90.7,12.9,291.2,0.4,503.5,0,211,1517.1,377,611.8
2686.3,16.5,0.1,102.5,20,451.2,0.9,549.9,0,194.9,1599.7,482.4,657.4
2709.8,18.3,1.1,173.2,24.6,582.2,2.4,609.5,0,187.1,1773.4,544.5,708.1
2668.1,22.1,3.9,188.4,37.8,968,4.7,627.8,0,167.1,1615.1,490.8,747.5
2680.2,27.7,7.8,193.8,77.2,1497.1,5,716.6,0,213.9,1730.1,363.4,768.9
2654.9,25.6,10,212.7,84.2,1958.3,6.2,863.9,0,291.4,1882.7,214.7,747.7
2610.4,20.4,10.8,193.8,87.4,2230.4,8.6,1017.4,0,330.9,2131.4,202.1,736.2
2606.1,15.4,10.7,191.7,78.1,2171.6,13.4,1108.5,0,352.4,2259.9,160.7,722.9
2546.6,12.2,10,181.9,95.8,2060.4,15.9,1211.2,0,512.2,2529.1,101.9,687.1
2493.5,6.6,9.9,161.3,108.8,1703.1,14.3,1247.1,0,639.3,2724.9,81,705.1
2546.1,2.8,9.6,156.9,113.3,1738.3,20.2,1267.3,0,755.1,2831.6,44.3,725.6
2448,1.4,9,159.3,109.8,1309.8,20,1221.6,0,744.8,2837.5,22,666.6
2294.4,0.4,7.4,156.2,107.6,738.3,18,1158.3,0,707.1,2833,7.9,466.4
2349.4,0.6,6.9,173.3,111.1,490.3,17.5,1166.5,0,820.5,2874.2,10.1,537.9
2310.2,0.6,7,167.3,114.4,557.4,16.2,1147.4,0,896.7,2869.8,17.2,688.6
2250.9,0.2,6.2,114.6,97.6,648.2,9.7,1126.5,0,959.1,2845.6,19.1,671.2
2383.1,0.1,5,67.7,60.4,575.3,5.4,1082.3,0,1061.1,2805.3,15.2,602.4
2380.4,0.7,4.1,41,43.3,560.3,3.9,1045,0,1106,2770.6,16.5,649.4
2443.5,28.4,3.9,174.2,33.7,955.4,3.3,1089.6,0,665.3,2730.4,82.7,662.2
2288,30,12,250.5,118.1,2738.6,12.7,1320.6,0,301.9,2500,439,654.1
2560.6,28.4,10.2,252.8,140,3067.6,16.8,1381.5,0,293.3,2006.7,551.5,762
2714.6,23.1,12.9,228.9,135,2927.1,5.8,1380.3,0,783.2,2020.4,487.5,799
2699.1,22.8,13.6,179.4,138.4,2766.3,8.5,1352.1,0,1001.7,2227.8,386.8,896.8
2548.3,7.5,13.2,162.3,139.7,2812.7,16.6,1292.7,0,1165.8,1798.2,409.4,883.2
2534.8,1.4,12,127.8,133.7,2946.6,17.8,1222.7,0,1298,1568.8,230.8,844.9
2461.3,0.2,10.9,82,102.5,2912.8,13.1,1109,0,1070.2,1457.8,185.6,861
2444.3,0.2,9.1,43.5,69.1,2901.6,13.5,993.4,0,1109.9,1534.8,150.5,886.4
2466.2,0.9,6.8,24,40.8,2784.2,10.7,849.9,0,969.4,1584,119.1,922.8
2406.3,0.8,5.3,40.9,13.7,2585.1,8.4,854,0,1116.3,1841.7,61.1,923
2399.4,1.6,2.5,22.8,3.3,2306,8.4,902.6,0,1115.9,1873,45.5,916.8
2019.3,4.7,1.2,21.5,0.1,1717.8,8.4,799.3,0,953.3,1903,39.4,892.5
1447.7,5.5,0.6,21.3,0.1,1242.3,7.7,740.4,0,714.5,2018.4,33.3,853.3
1525.7,6.2,0.1,73.8,1.4,969.7,7.1,727.8,0,499.7,2092.7,32,806.6
1753.7,8.4,0,100.5,0.9,386.8,5.7,731.8,0,413.3,2194.2,24.3,677.8
1881.6,10.4,0,145.4,0.4,233.5,4.8,640.5,0,382,2194.2,17,463.4
1859,12,0,184.5,0.1,129.8,1.3,540.3,0,334.8,2062.9,17.8,290.8
1670.1,13,0.1,189.4,0,75.5,0.1,521.6,0,330.9,1868.7,27.4,293.3
1423.8,14.3,0.4,194.6,0,101.5,0,429.5,0,403.6,1445,31.9,244.1
1172.1,19.6,1,185.2,2.2,270.9,0,374.5,0,468,934.7,38,184.4
835.5,19.4,1.9,159,3.1,498.1,0,317.9,0,533.5,651.7,59.2,131.4
570.5,14.1,3,153.3,7.8,502.4,0.1,264,0,485.3,502.7,85.7,75.2
421.8,11.3,4,151.8,12.5,374.5,0.3,288.8,0,543.6,449.8,145.2,43.9
376.6,9.7,4.3,119.5,16.9,335.4,0.4,301,0,588.7,383,192,18.3
387.7,7,4.3,98.7,16.9,284.1,0.5,353.2,0,515.3,343.9,304.3,9
399.6,9.7,4.5,100.1,16.2,215.4,0.6,362.8,0,318.8,262.3,391.8,8.1
426.6,7.8,5.5,77.8,13.3,121.3,0.5,382.9,0,188.1,174.1,418.2,17.4
436.1,8.8,5.1,61,14,100.3,0.8,366,0,258.7,121.3,461.9,40
404.5,10.2,5,102.8,16.6,79.9,3.2,371.7,0,289.2,132,524.5,93.7
372.3,24.3,5.2,167.3,19.9,83.2,1.6,414.8,0,318.1,205.9,556.4,176.6
363.8,29.1,3.7,127.9,17.1,84.1,0.1,428.4,0,472,243.1,564,242.1
419.4,28.9,3.2,180.6,19.5,88.9,0,435.9,0,462.9,327,560.3,295
457.2,25.5,3.9,207.7,29,96.1,0.2,484.5,0,411.1,683.4,553.8,330.3
481.1,21,4,200.7,36.5,107.8,0.3,493,0,369.2,1102.7,524.6,377.6
443.9,18.4,3.9,200.9,40.5,120.1,0.5,471.5,0,324.9,1324.9,490.1,396.6
497.3,23.5,3.7,187.5,57.2,89.6,0.5,463.9,0,353.2,1523,486.1,427.3
463.2,29.9,3,165.4,77.5,157.8,0.2,481.1,0,390.8,1755.7,495.5,427.6
476.1,30,2.5,128.4,62.7,149.3,0.1,475.9,0,306.5,1978.4,521.3,471.3
464.2,30,2.1,167.5,50.8,132,0.1,490,0,224.3,2100,524.4,588
472.7,29.9,1.5,258.3,45.2,127.9,0.2,501.3,0,190.2,1887.7,526.3,556.1
442.7,30,1.3,277.2,46.4,285,0.3,454,0,100.2,1372.1,526.7,332.7
509.7,29.9,0.6,275.6,45.3,391.7,0.6,431.9,0,61.3,1196.5,542.1,323
485.3,29.8,0.2,269.6,34.2,199.8,0.5,424.4,0,49.3,1189.1,518.4,488.3
551.9,29.2,0.3,276.6,39.3,126.2,0,436.8,0,36.4,1213.5,509.1,589.9
704.6,29.1,0.5,268.5,34.5,272.4,0.1,458.6,0,75.5,969.9,507.6,611.6
900.3,29.2,0.8,255,16.7,600.4,0.5,468.1,0,149.4,551.4,524.4,673.4
1064.1,26.6,0.7,256.5,6,1225.7,0.1,533.1,0,181.8,332.6,571,723.6
1103.1,21.5,3.1,229.2,1.5,1738.2,0,543.9,0,200.7,316.5,561.1,756.3
1170.1,16.9,1.7,143.8,0,2140.7,0.2,481.2,0,172,454.5,555.2,706.6
1111.6,11.4,3,141.5,0.1,1630.5,0.3,459.4,0,225.6,455.7,532.6,616.4
1126.8,10,3.1,72.6,0,967,2.6,455.7,0,378.8,375.8,508.7,656.4
1242.9,11.3,0.5,82.3,0.9,745.7,4,441.5,0,385.9,395.4,514.3,693.1
1409.2,4.6,0.2,50.1,0,687.5,1,411.9,0,472.9,564.9,471.6,713.1
1627.1,2.7,0.8,25.4,0.2,435.6,0.5,395.9,0,550.8,692,466.8,644.5
1976.7,2.7,0.9,15.3,0.8,288.1,0.2,419,0,565.6,1009.6,478.2,691.6
2067,2.1,0.4,20.9,1.2,79.5,0.5,439.4,0,633.6,1321.2,508.7,719.8
2071.8,4.3,0.5,25.4,4.4,248.8,0.3,459.8,0,598.3,1370.9,502.5,714.1
2041.6,6.3,0.3,41.3,5.6,430.7,0.7,452,0,507.8,1425.8,440.8,716.1
2300.9,9.5,0.2,39.9,4.4,249.4,0.5,422.5,0,462.1,1337.3,425.4,701.6
2256.2,8.2,0.2,45.9,1.2,119.2,0.1,415.5,0,441.6,1298.2,439.5,676.1
2190.7,7.7,0.2,36.6,0,57.8,0,395.6,0,360.3,1280.5,448.1,667.5
2245.8,7.3,0.1,35.1,0,12.6,0,368.8,0,270.6,1022.9,419.7,690.8
2337.6,6.8,0.2,22.4,0,2.8,0,363.1,0,241.8,769.4,398.7,711.3
2495.3,11.1,0.2,31,0,0.9,0,363.6,0,168,551.2,324.8,709.8
2399.6,12.5,0.5,43.2,0,0.4,0,346.1,0,92.2,464.5,336.1,710.1
2221.4,13.2,0.7,48.8,0,0,0,365.7,0,42.9,455.2,375.3,751.9
2360.8,8.8,0.5,67.5,0.3,0.7,0,369.4,0,26.6,383.1,376.1,761.5
2394.4,6.2,0.2,66.7,0.7,31.1,0.1,366.2,0,32.1,402.4,380.1,765.8
2384,6.8,0.1,64.9,0.6,144.4,0.5,385,0,27.1,421.1,391.2,771
2375,5.3,0.1,78.8,1.5,381.1,1.3,403.2,0,46.3,456.4,361.3,778.7
2360,5.6,1.3,111.4,6.2,722.9,1.8,474.3,0,74.1,886,358.4,776.7
2487.2,3.7,0.1,29.9,0.1,38.8,0.1,420.4,0,22.2,1175.9,370.8,786
2503.1,14.8,0.2,62.7,1.9,37.6,0.3,482.6,0,33.9,1802.7,447.1,824.5
2540,18.9,0,46.2,1.5,64,0.3,534.7,0,37.8,2041.8,472.9,844.4
2862.2,18,0.2,46.5,0.1,220.8,0.1,600.9,0,83.7,2203.6,452.8,864.2
2901.1,15.5,0.8,61.3,3.9,260.9,0,559.3,0,150.1,2073.2,486.8,858.2
2804.7,16.2,1.6,122.9,19.3,282.1,0.6,578.4,0,164.3,2117.3,379.7,847.5
2833.3,22.7,3.3,172.7,39.6,587.6,2.4,631,0,149.7,2408.2,293.3,842.5
2848.9,27.6,7.1,177.5,87.8,1176.5,7.3,720.9,0,209,2674.7,280.7,840.8
2835.2,29.7,11.2,188.6,109.4,1170.9,10.7,782.7,0,258,2575.7,294.9,788.1
2706.1,29.3,12.1,206.2,101.4,1248.7,14.1,893.5,0,241.2,2533.1,325,681.1
2711.2,28,10,210.1,77.2,1303.6,17,907.4,0,292.5,2737.1,235.9,717.2
2770.7,27.3,8.1,194.6,71.8,1654,17,975.2,0,414.9,2794.5,169.5,682.1
2671.4,25.2,8.7,149.8,76,2230,16.5,1035,0,505.4,2700.2,104.9,474
2621.5,23.1,8.8,122.1,115,2179.5,14.5,1106.9,0,445.9,2765,31,681.1
2595.5,21.6,8.6,58.7,124.2,1935.6,19,1144.7,0,454.5,2793.8,12.2,868
2565.9,20.2,7.3,47,128.9,1967.9,21.6,1164.3,0,526,2800.3,4.8,878.8
2484.3,16.9,5.8,44.1,111.3,1609.3,21.3,1076.1,0,581.3,2825.7,1.2,896.4
2516.3,6.9,4.3,57.1,104,845.1,18.7,1019,0,603.9,2827,1.1,907.3
2507.3,2.8,2.1,31.2,94.1,537.2,13.7,991.9,0,671.6,2834.8,0.4,914.1
